Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
59	March 1	Orlando	L 105–126 (OT)	Jrue Holiday (23)	Samuel Dalembert (11)	Louis Williams (7)	Wachovia Center 15,817	22-37
60	March 3	@ Atlanta	L 93–112 (OT)	Louis Williams (30)	Samuel Dalembert (10)	Andre Iguodala (7)	Philips Arena 15,408	22-38
61	March 5	Boston	L 86–96 (OT)	Louis Williams (22)	Samuel Dalembert (8)	Andre Iguodala (9)	Wachovia Center 19,008	22-39
62	March 7	@ Toronto	W 114–101 (OT)	Thaddeus Young (32)	Elton Brand (9)	Andre Iguodala (10)	Air Canada Centre 18,736	23-39
63	March 9	@ Indiana	L 96–107 (OT)	Jrue Holiday (21)	Samuel Dalembert (11)	Andre Iguodala , Jrue Holiday (4)	Conseco Fieldhouse 11,535	23-40
64	March 10	Charlotte	L 87–102 (OT)	Rodney Carney (14)	Samuel Dalembert (10)	Jrue Holiday (8)	Wachovia Center 11,358	23-41
65	March 12	Cleveland	L 95–100 (OT)	Andre Iguodala (30)	Samuel Dalembert (12)	Jrue Holiday (8)	Wachovia Center 20,433	23-42
66	March 14	@ Miami	L 91–104 (OT)	Jason Kapono (17)	Elton Brand (10)	Andre Iguodala (9)	AmericanAirlines Arena 18,129	23-43
67	March 15	New York	L 84–94 (OT)	Jrue Holiday (18)	Samuel Dalembert (18)	Jrue Holiday (6)	Wachovia Center 13,563	23-44
68	March 17	New Jersey	W 108–97 (OT)	Andre Iguodala (20)	Samuel Dalembert (9)	Andre Iguodala (8)	Wachovia Center 11,618	24-44
69	March 19	@ New York	L 88–92 (OT)	Elton Brand (19)	Samuel Dalembert , Jrue Holiday (8)	Willie Green (4)	Madison Square Garden 19,763	24-45
70	March 20	Chicago	L 84–98 (OT)	Marreese Speights (17)	Marreese Speights (11)	Willie Green , Louis Williams (4)	Wachovia Center 16,098	24-46
71	March 22	Orlando	L 93–109 (OT)	Elton Brand , Andre Iguodala (23)	Samuel Dalembert (14)	Jrue Holiday (7)	Wachovia Center 13,995	24-47
72	March 24	@ Milwaukee	W 101–86 (OT)	Willie Green (16)	Samuel Dalembert (10)	Jrue Holiday (7)	Bradley Center 12,675	25-47
73	March 26	Atlanta	W 105–98 (OT)	Andre Iguodala (25)	Andre Iguodala (10)	Jrue Holiday (12)	Wachovia Center 13,293	26-47
74	March 30	Oklahoma City	L 93–111 (OT)	Elton Brand (22)	Marreese Speights (8)	Andre Iguodala (8)	Wachovia Center 14,809	26-48
