Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	@ Sacramento	L 108–111 (OT)	Andrea Bargnani (28)	Reggie Evans (19)	José Calderón , Jarrett Jack (5)	ARCO Arena 17,317	1–2
4	November 3	@ Utah	L 108–125 (OT)	Andrea Bargnani (26)	Andrea Bargnani (9)	Jarrett Jack (4)	EnergySolutions Arena 17,802	1–3
5	November 5	@ L.A. Lakers	L 103–108 (OT)	Leandro Barbosa (17)	Amir Johnson (15)	José Calderón (8)	Staples Center 18,997	1–4
6	November 6	@ Portland	L 84–97 (OT)	Jarrett Jack (16)	Reggie Evans (9)	José Calderón (4)	Rose Garden 20,363	1–5
7	November 8	Golden State	L 102–109 (OT)	Jarrett Jack (24)	Linas Kleiza (7)	Jarrett Jack (8)	Air Canada Centre 14,127	1–6
8	November 10	Charlotte	L 96–101 (OT)	Andrea Bargnani (23)	Reggie Evans (10)	José Calderón (9)	Air Canada Centre 14,309	1–7
9	November 12	@ Orlando	W 110–106 (OT)	Andrea Bargnani (27)	Reggie Evans (12)	José Calderón (7)	Amway Center 18,846	2–7
10	November 13	@ Miami	L 100–109 (OT)	Andrea Bargnani (22)	Joey Dorsey (11)	Sonny Weems (5)	American Airlines Arena 19,600	2–8
11	November 16	@ Washington	L 94–109 (OT)	Sonny Weems (16)	Reggie Evans (9)	Jarrett Jack (5)	Verizon Center 11,513	2–9
12	November 17	@ Philadelphia	W 94–86 (OT)	Andrea Bargnani (30)	Reggie Evans (14)	José Calderón (8)	Wells Fargo Center 12,164	3–9
13	November 19	Houston	W 106–96 (OT)	Andrea Bargnani (26)	Reggie Evans (9)	Jarrett Jack (8)	Air Canada Centre 17,369	4–9
14	November 21	Boston	W 102–101 (OT)	Andrea Bargnani (29)	Reggie Evans (16)	Leandro Barbosa (5)	Air Canada Centre 17,707	5–9
15	November 24	Philadelphia	W 106–90 (OT)	Andrea Bargnani (24)	Reggie Evans (22)	José Calderón (9)	Air Canada Centre 15,012	6–9
16	November 26	@ Boston	L 101–110 (OT)	Linas Kleiza (18)	Andrea Bargnani (8)	José Calderón (15)	TD Garden 18,624	6–10
