Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
19	December 1	Washington	L 102–106 (OT)	Chris Bosh (22)	Chris Bosh (14)	Hedo Türkoğlu (6)	Air Canada Centre 15,776	7–12
20	December 2	@ Atlanta	L 115–146 (OT)	DeMar DeRozan (21)	Amir Johnson (7)	Jarrett Jack (8)	Philips Arena 12,272	7–13
21	December 4	@ Washington	W 109–107 (OT)	Chris Bosh (31)	Chris Bosh (16)	José Calderón (9)	Verizon Center 20,173	8–13
22	December 5	@ Chicago	W 110–78 (OT)	Chris Bosh (25)	Chris Bosh (12)	Jarrett Jack (9)	United Center 20,481	9–13
23	December 8	Minnesota	W 94–88 (OT)	Chris Bosh (21)	Chris Bosh (16)	Jarrett Jack (8)	Air Canada Centre 15,167	10–13
24	December 9	@ Milwaukee	L 95–117 (OT)	Chris Bosh (26)	Chris Bosh (10)	Jarrett Jack (7)	Air Canada Centre 12,637	10–14
25	December 11	Atlanta	L 89–111 (OT)	Andrea Bargnani (17)	Chris Bosh (10)	Hedo Türkoğlu (8)	Air Canada Centre 17,032	10–15
26	December 13	Houston	W 101–88 (OT)	Chris Bosh (27)	Jarrett Jack (8)	Jarrett Jack (8)	Air Canada Centre 17,111	11–15
27	December 15	@ Miami	L 95–115 (OT)	Chris Bosh (28)	Andrea Bargnani , DeMar DeRozan (7)	Chris Bosh , Hedo Türkoğlu (4)	American Airlines Arena 15,106	11–16
28	December 16	@ Orlando	L 99–118 (OT)	Chris Bosh (20)	Chris Bosh (6)	Jarrett Jack (5)	Amway Arena 17,461	11–17
29	December 18	New Jersey	W 118–95 (OT)	Amir Johnson (18)	Chris Bosh (8)	Jarrett Jack (9)	Air Canada Centre 15,901	12–17
30	December 20	New Orleans	W 98–92 (OT)	Chris Bosh (25)	Amir Johnson (12)	Jarrett Jack , Hedo Türkoğlu (7)	Air Canada Centre 15,790	13–17
31	December 23	@ Detroit	W 94–64 (OT)	Andrea Bargnani (21)	Chris Bosh (9)	Hedo Türkoğlu (11)	The Palace of Auburn Hills 19,396	14–17
32	December 27	Detroit	W 102–95 (OT)	Chris Bosh (25)	Chris Bosh (16)	Hedo Türkoğlu (6)	Air Canada Centre 19,800	15–17
