Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
59	March 1	L.A. Lakers	W 118–111 (OT)	Shaquille O'Neal (33)	Matt Barnes (10)	Matt Barnes , Leandro Barbosa (7)	US Airways Center 18,422	34–25
60	March 3	@ Orlando	L 99–111 (OT)	Jason Richardson (27)	Shaquille O'Neal (11)	Steve Nash (8)	Amway Arena 17,461	34–26
61	March 4	@ Miami	L 129–135 (OT)	Steve Nash (29)	Shaquille O'Neal (8)	Steve Nash (10)	American Airlines Arena 19,600	34–27
62	March 6	@ Houston	L 112–116 (OT)	Steve Nash (32)	Matt Barnes (9)	Steve Nash (13)	Toyota Center 18,045	34–28
63	March 8	@ San Antonio	L 98–103 (OT)	Steve Nash (23)	Grant Hill (8)	Steve Nash (11)	AT&T Center 18,797	34–29
64	March 10	Dallas	L 117–122 (OT)	Steve Nash (23)	Louis Amundson (9)	Steve Nash (13)	US Airways Center 18,422	34–30
65	March 12	Cleveland	L 111–119 (OT)	Matt Barnes (21)	Jason Richardson , Shaquille O'Neal (7)	Steve Nash (6)	US Airways Center 18,422	34–31
66	March 14	Oklahoma City	W 106–95 (OT)	Leandro Barbosa (22)	Jared Dudley (9)	Steve Nash (8)	US Airways Center 18,422	35–31
67	March 15	@ Golden State	W 154–130 (OT)	Jason Richardson (31)	Grant Hill (8)	Matt Barnes (11)	Oracle Arena 19,596	36–31
68	March 18	Philadelphia	W 126–116 (OT)	Shaquille O'Neal (26)	Shaquille O'Neal (11)	Steve Nash (10)	US Airways Center 18,422	37–31
69	March 21	Washington	W 128–96 (OT)	Jason Richardson (35)	Stromile Swift (12)	Jared Dudley (6)	US Airways Center 18,422	38–31
70	March 23	Denver	W 118–115 (OT)	Grant Hill (23)	Grant Hill (10)	Steve Nash (9)	US Airways Center 18,422	39–31
71	March 25	Utah	W 118–114 (OT)	Grant Hill (26)	Shaquille O'Neal (12)	Steve Nash (14)	US Airways Center 18,422	40–31
72	March 26	@ Portland	L 109–129 (OT)	Shaquille O'Neal (20)	Shaquille O'Neal (7)	Steve Nash (5)	Rose Garden 20,650	40–32
73	March 28	@ Utah	L 99–104 (OT)	Steve Nash (20)	Shaquille O'Neal , Matt Barnes (10)	Steve Nash (6)	EnergySolutions Arena 19,911	40–33
