Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
49	February 2	Charlotte	W 105–86 (OT)	Mehmet Okur (22)	Kyle Korver (8)	Brevin Knight (7)	EnergySolutions Arena 19,911	27–22
50	February 5	Dallas	W 115–87 (OT)	Deron Williams (34)	Mehmet Okur (13)	Deron Williams (12)	EnergySolutions Arena 19,911	28–22
51	February 6	@ Sacramento	W 111–107 (OT)	Deron Williams (34)	Mehmet Okur (11)	Deron Williams (4)	ARCO Arena 17,317	29–22
52	February 8	@ Golden State	L 96–116 (OT)	Deron Williams (31)	Mehmet Okur (9)	Deron Williams (10)	Oracle Arena 19,174	29–23
53	February 11	L.A. Lakers	W 113–109 (OT)	Deron Williams (31)	Mehmet Okur , Paul Millsap (8)	Deron Williams (11)	EnergySolutions Arena 19,911	30–23
54	February 17	Memphis	W 117–99 (OT)	C. J. Miles (24)	Kyle Korver (9)	Deron Williams (15)	EnergySolutions Arena 19,911	31–23
55	February 19	Boston	W 90–85 (OT)	Mehmet Okur (19)	Paul Millsap (10)	Deron Williams (10)	EnergySolutions Arena 19,911	32–23
56	February 21	New Orleans	W 102–88 (OT)	Mehmet Okur (25)	Paul Millsap (10)	Deron Williams (13)	EnergySolutions Arena 19,911	33–23
57	February 23	Atlanta	W 108–89 (OT)	Ronnie Brewer (19)	Paul Millsap (12)	Deron Williams (10)	EnergySolutions Arena 19,911	34–23
58	February 25	@ Minnesota	W 120–103 (OT)	Mehmet Okur (25)	Paul Millsap (7)	Deron Williams (13)	Target Center 13,108	35–23
59	February 28	Sacramento	W 102–89 (OT)	Ronnie Brewer , Mehmet Okur (26)	Paul Millsap (12)	Deron Williams (11)	EnergySolutions Arena 19,911	36–23
