Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
2	November 1	Miami	W 100–87 (OT)	Gerald Wallace (34)	Emeka Okafor (13)	Raymond Felton (8)	Time Warner Cable Arena 19,238	1–1
3	November 3	Detroit	L 83–101 (OT)	Shannon Brown (16)	Gerald Wallace (12)	Jason Richardson (5)	Time Warner Cable Arena 11,023	1–2
4	November 5	@ New York	L 98–101 (OT)	Raymond Felton (18)	Emeka Okafor (15)	Raymond Felton (6)	Madison Square Garden 17,977	1–3
5	November 7	New Orleans	W 92–89 (OT)	Jason Richardson , Raymond Felton (20)	Emeka Okafor (10)	D. J. Augustin (4)	Time Warner Cable Arena 13,435	2–3
6	November 9	Toronto	L 79–89 (OT)	D. J. Augustin (14)	Gerald Wallace (8)	Raymond Felton (6)	Time Warner Cable Arena 12,111	2–4
7	November 11	Denver	L 80–88 (OT)	Jason Richardson (23)	Emeka Okafor (8)	Raymond Felton (5)	Time Warner Cable Arena 10,753	2–5
8	November 14	Utah	W 104–96 (OT)	Raymond Felton (23)	Gerald Wallace (9)	Raymond Felton (6)	Time Warner Cable Arena 14,189	3–5
9	November 16	Orlando	L 85–90 (OT)	Gerald Wallace (19)	Gerald Wallace , Emeka Okafor (9)	Raymond Felton (6)	Time Warner Cable Arena 12,639	3–6
10	November 18	Dallas	L 83–100 (OT)	D. J. Augustin (21)	Emeka Okafor (9)	D. J. Augustin (4)	Time Warner Cable Arena 10,935	3–7
11	November 21	@ Atlanta	L 83–88 (OT)	D. J. Augustin (26)	Emeka Okafor (11)	D. J. Augustin (7)	Philips Arena 15,068	3–8
12	November 22	Milwaukee	L 74–79 (OT)	Gerald Wallace (18)	Emeka Okafor (18)	Raymond Felton (5)	Time Warner Cable Arena 12,096	3–9
13	November 24	Philadelphia	W 93–84 (OT)	D. J. Augustin (25)	Emeka Okafor (9)	D. J. Augustin (11)	Time Warner Cable Arena 10,848	4–9
14	November 26	@ Toronto	L 86–93 (OT)	Gerald Wallace (23)	Emeka Okafor (14)	Raymond Felton (7)	Air Canada Centre 17,414	4–10
15	November 28	@ Indiana	W 115–108 (OT)	Raymond Felton (31)	Emeka Okafor (20)	Raymond Felton (7)	Conseco Fieldhouse 17,160	5–10
