Res.	Record	Opponent	Method	Event	Round	Time	Location
Loss	23-17-4	Yasuaki Kishimoto	Decision (unanimous)	Deep - Osaka Impact	3	5:00	Osaka , Japan
Loss	23-16-4	Satoru Kitaoka	Decision (unanimous)	Deep - 53 Impact	3	5:00	Osaka , Japan
Win	23-15-4	Yuki Ito	Decision (unanimous)	DEEP - 45 Impact	3	5:00	Osaka , Japan
Loss	22-15-4	Ryo Chonan	Decision (unanimous)	DEEP - 43 Impact	3	5:00	Tokyo , Japan
Loss	22-14-4	Koichiro Matsumoto	Decision (unanimous)	DEEP - 40 Impact	3	5:00	Tokyo , Japan
Win	22-13-4	Yong Fun Lee	TKO (punches)	DEEP - Gladiator	2	2:26	Tokyo , Japan
Win	21-13-4	Shigetoshi Iwase	Decision (unanimous)	DEEP - 35 Impact	2	5:00	Tokyo , Japan
Loss	20-13-4	Sung Hwan Pang	TKO (punches)	DEEP - 33 Impact	2	1:15	Tokyo , Japan
Draw	20-12-4	Kiuma Kunioku	Draw	DEEP - 30 Impact	3	5:00	Osaka , Japan
Loss	20-12-3	Hidehiko Hasegawa	Decision (majority)	DEEP - 28 Impact	3	5:00	Tokyo , Japan
Loss	20-11-3	Fabricio Monteiro	Decision (unanimous)	DEEP - 26 Impact	3	5:00	Tokyo , Japan
Win	20-10-3	Kousei Kubota	TKO (soccer kicks)	DEEP - 25th Impact	2	2:08	Tokyo , Japan
Win	19-10-3	Seichi Ikemoto	Decision (majority)	Real Rhythm - 3rd Stage	3	5:00	Osaka , Japan
Draw	18-10-3	Won Jin Eoh	Draw	DEEP - 20th Impact	3	5:00	Tokyo , Japan
Loss	18-10-2	Marcus Aurélio	Decision (unanimous)	PRIDE Bushido 8	2	5:00	Nagoya , Japan
Win	18-9-2	Kyosuke Sasaki	Decision (unanimous)	Real Rhythm - 1st Stage	3	5:00	Osaka , Japan
Win	16-9-2	Daisuke Nakamura	TKO (punches)	DEEP - 16th Impact	3	3:16	Tokyo , Japan
Win	17-9-2	Shinya Aoki	KO (punch)	DEEP - 16th Impact	1	4:29	Tokyo , Japan
Win	15-9-2	Kenji Arai	Submission (triangle choke)	DEEP - 15th Impact	1	4:04	Tokyo , Japan
Loss	14-9-2	Akira Kikuchi	Decision (majority)	Shooto 2004 - 5/3 in Korakuen Hall	3	5:00	Tokyo , Japan
Win	14-8-2	Sauli Heilimo	Submission (reverse triangle choke)	Shooto 2003 - 7/13 in Korakuen Hall	2	0:39	Tokyo , Japan
Win	13-8-2	Deshaun Johnson	Submission (keylock)	SB 27 - SuperBrawl 27	1	4:53	Hawaii , United States
Loss	12-8-2	Sean Sherk	Decision (unanimous)	UFC 36	3	5:00	Nevada , United States
Win	12-7-2	Takuya Wada	Submission (triangle choke)	Shooto - To The Top Final Act	1	4:07	Tokyo , Japan
Win	11-7-2	Tony DeSouza	KO (punch)	UFC 33	2	0:15	Nevada , United States
Win	10-7-2	LaVerne Clark	Technical Submission (triangle choke)	HOOKnSHOOT - Masters	3	3:50	Indiana , United States
Win	9-7-2	Thomas Denny	Submission (front strangle choke)	Shooto - To The Top 2	3	3:09	Tokyo , Japan
Draw	8-7-2	Steve Berger	Draw	HOOKnSHOOT - Fusion	3	5:00	Indiana , United States
Loss	8-7-1	Dan Gilbert	TKO (doctor)	Shooto - R.E.A.D. 8	3	4:02	Osaka , Japan
Loss	8-6-1	Ray Cooper	Decision (unanimous)	Shooto - R.E.A.D. 1	3	5:00	Tokyo , Japan
Win	8-5-1	Rafles la Rose	Submission (triangle choke)	Shooto - Renaxis 5	1	2:17	Osaka , Japan
Loss	7-5-1	Dave Menne	Decision (unanimous)	SB 13 - SuperBrawl 13	3	5:00	Hawaii , United States
Loss	7-4-1	Tetsuji Kato	Decision (unanimous)	Shooto - 10th Anniversary Event	3	5:00	Yokohama , Japan
Win	7-3-1	Pat Miletich	Technical Submission (triangle choke)	SB 11 - SuperBrawl 11	1	9:22	Hawaii , United States
Win	6-3-1	Kohichi Tanaka	Submission (triangle choke)	Shooto - Shooter's Dream	1	3:56	Tokyo , Japan
Loss	5-3-1	Hayato Sakurai	Decision (unanimous)	Shooto - Las Grandes Viajes 3	3	5:00	Tokyo , Japan
Win	5-2-1	Jay R. Palmer	Submission (rear naked choke)	Shooto - Las Grandes Viajes 1	1	3:51	Tokyo , Japan
Win	4-2-1	Steve Nelson	Submission (triangle choke)	VTJ 1997 - Vale Tudo Japan 1997	2	5:31	Tokyo , Japan
Win	3-2-1	Tetsuji Kato	Submission (armbar)	Shooto - Reconquista 3	3	4:56	Tokyo , Japan
Draw	2-2-1	Akihiro Gono	Draw	Shooto - Gig	3	5:00	Tokyo , Japan
Loss	2-2	Susumu Yamasaki	Decision (majority)	Daidojuku - WARS 4	3	3:00	Tokyo , Japan
Loss	2-1	Alex Cook	Submission (rear naked choke)	Shooto - Let's Get Lost	2	1:50	Tokyo , Japan
Win	2-0	Naoto Kojima	Submission (rear naked choke)	Shooto - Vale Tudo Junction 2	2	1:42	Tokyo , Japan
Win	1-0	Yasunori Okuda	TKO (punches)	Shooto - Vale Tudo Junction 1	1	1:18	Tokyo , Japan
