Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
61	March 2	Golden State	W 110–106 (OT)	Dwyane Wade (35)	Jermaine O'Neal (12)	Dwyane Wade (12)	American Airlines Arena 15,213	30–31
62	March 4	L.A. Lakers	W 114–111 (OT)	Dwyane Wade (27)	Udonis Haslem (11)	Dwyane Wade (14)	American Airlines Arena 19,600	31–31
63	March 6	Atlanta	W 100–94 (OT)	Dwyane Wade (38)	Quentin Richardson (11)	Dwyane Wade (10)	American Airlines Arena 19,600	32–31
64	March 9	@ Charlotte	L 78–83 (OT)	Dwyane Wade (27)	Udonis Haslem (11)	Carlos Arroyo (5)	Time Warner Cable Arena 18,646	32–32
65	March 10	L.A. Clippers	W 108–97 (OT)	Dwyane Wade (27)	Udonis Haslem (10)	Dwyane Wade (8)	American Airlines Arena 14,785	33–32
66	March 12	Chicago	W 108–95 (OT)	Jermaine O'Neal (25)	Joel Anthony (10)	Dwyane Wade (7)	American Airlines Arena 19,600	34–32
67	March 14	Philadelphia	W 104–91 (OT)	Dwyane Wade (38)	Udonis Haslem (12)	Carlos Arroyo (10)	American Airlines Arena 18,129	35–32
68	March 16	San Antonio	L 76–88 (OT)	Dwyane Wade (28)	Udonis Haslem (12)	Dwyane Wade (5)	American Airlines Arena 18,925	35–33
69	March 18	Orlando	L 102–108 (OT)	Dwyane Wade (36)	Dwyane Wade (10)	Dwyane Wade (7)	American Airlines Arena 18,874	35–34
70	March 20	Charlotte	W 77–71 (OT)	Quentin Richardson (18)	Udonis Haslem (13)	Dwyane Wade (9)	American Airlines Arena 18,766	36–34
71	March 22	@ New Jersey	W 99–89 (OT)	Dwyane Wade (27)	Jermaine O'Neal (9)	Dwyane Wade (12)	IZOD Center 11,934	37–34
72	March 25	@ Chicago	W 103–74 (OT)	Jermaine O'Neal (24)	Quentin Richardson (8)	Dwyane Wade (10)	United Center 21,592	38–34
73	March 26	@ Milwaukee	W 87–74 (OT)	Dwyane Wade (30)	Udonis Haslem (18)	Dwyane Wade (7)	Bradley Center 17,841	39–34
74	March 28	Toronto	W 97–94 (OT)	Dwyane Wade (32)	Quentin Richardson (9)	Carlos Arroyo (8)	American Airlines Arena 19,600	40–34
