Place	Player	Country	Score	To par
T1	David Duval	United States	67	–3
T1	Paul Goydos	United States	67	–3
T1	Billy Mayfair	United States	67	–3
T1	Phil Mickelson	United States	67	–3
T5	David Berganio, Jr.	United States	68	–2
T5	John Daly	United States	68	–2
T5	Payne Stewart	United States	68	–2
T5	Tiger Woods	United States	68	–2
T5	Kaname Yokoo	Japan	68	–2
T10	Brad Fabel	United States	69	–1
T10	Carlos Franco	Paraguay	69	–1
T10	Jim Furyk	United States	69	–1
T10	Tim Herron	United States	69	–1
T10	Justin Leonard	United States	69	–1
T10	Rocco Mediate	United States	69	–1
T10	Larry Mize	United States	69	–1
T10	Craig Parry	Australia	69	–1
T10	Vijay Singh	Fiji	69	–1
T10	Chris Smith	United States	69	–1
T10	Hal Sutton	United States	69	–1
T10	Bob Tway	United States	69	–1
T10	Brian Watts	United States	69	–1
T10	D. A. Weibring	United States	69	–1
