Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
17	December 1	@ Washington	L 97–101 (OT)	Jason Kapono (23)	Jamario Moon (13)	José Calderón (11)	Verizon Center 20,173	9–8
18	December 3	Charlotte	W 98–79 (OT)	Carlos Delfino , Kris Humphries (17)	Jamario Moon (12)	José Calderón (9)	Air Canada Centre 17,439	10–8
19	December 5	Phoenix	L 123–136 (OT)	T. J. Ford (27)	Jamario Moon (10)	José Calderón (9)	Air Canada Centre 19,800	10–9
20	December 7	@ Boston	L 84–112 (OT)	Anthony Parker (13)	Joey Graham (6)	Carlos Delfino , Darrick Martin (4)	TD Banknorth Garden 18,624	10–10
21	December 9	Houston	W 93–80 (OT)	Chris Bosh (21)	Chris Bosh (10)	José Calderón (6)	Air Canada Centre 19,800	11–10
22	December 11	@ Atlanta	W 100–88 (OT)	T. J. Ford (26)	Chris Bosh (13)	T. J. Ford (8)	Philips Arena 13,173	12–10
23	December 12	Dallas	W 92–76 (OT)	Chris Bosh (17)	Kris Humphries (12)	José Calderón (7)	Air Canada Centre 19,800	13–10
24	December 14	@ Indiana	W 104–93 (OT)	Jason Kapono (29)	Chris Bosh (16)	José Calderón (16)	Conseco Fieldhouse 10,437	14–10
25	December 16	Boston	L 77–90 (OT)	Chris Bosh (17)	Chris Bosh (13)	Chris Bosh , José Calderón (5)	Air Canada Centre 19,800	14–11
26	December 18	@ L.A. Clippers	W 80–77 (OT)	Chris Bosh (24)	Chris Bosh (9)	José Calderón (9)	Staples Center 14,455	15–11
27	December 19	@ Portland	L 96–101 (OT)	José Calderón (19)	Chris Bosh (11)	José Calderón (9)	Rose Garden 16,066	15–12
28	December 21	@ Seattle	L 115–123 (OT)	Chris Bosh (26)	Chris Bosh (13)	José Calderón (16)	KeyArena 13,661	15–13
29	December 22	@ Phoenix	L 103–122 (OT)	Chris Bosh (42)	Chris Bosh (13)	José Calderón , Juan Dixon (4)	US Airways Center 18,422	15–14
30	December 28	@ San Antonio	W 83–73 (OT)	Jason Kapono (15)	Kris Humphries (11)	José Calderón (5)	AT&T Center 18,797	16–14
31	December 29	@ Houston	L 79–91 (OT)	Chris Bosh (19)	Chris Bosh (12)	José Calderón (10)	Toyota Center 18,103	16–15
32	December 31	@ New Orleans	W 97–92 (OT)	Chris Bosh (29)	Jamario Moon (10)	José Calderón (12)	New Orleans Arena 11,444	17–15
