Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
60	March 2	Dallas	W 96–87 (OT)	Nenad Krstić (26)	Russell Westbrook (10)	Russell Westbrook (10)	Ford Center 18,527	15–45
61	March 4	Washington	W 88–83 (OT)	Nenad Krstić (18)	Nick Collison (10)	Russell Westbrook (8)	Ford Center 18,576	16–45
62	March 7	@ New Orleans	L 90–108 (OT)	Russell Westbrook (24)	Nick Collison (8)	Malik Rose (5)	New Orleans Arena 18,114	16–46
63	March 8	Philadelphia	W 89–74 (OT)	Nenad Krstić (20)	Nick Collison (11)	Russell Westbrook (5)	Ford Center 18,738	17–46
64	March 10	@ Sacramento	W 99–98 (OT)	Jeff Green , Russell Westbrook (22)	Nenad Krstić (15)	Russell Westbrook (4)	ARCO Arena 10,784	18–46
65	March 11	@ Denver	L 99–112 (OT)	Jeff Green (19)	Thabo Sefolosha (9)	Earl Watson (7)	Pepsi Center 16,186	18–47
66	March 14	@ Phoenix	L 95–106 (OT)	Kevin Durant (22)	Jeff Green (10)	Russell Westbrook (7)	US Airways Center 18,422	18–48
67	March 16	San Antonio	W 78–76 (OT)	Kevin Durant (25)	Nick Collison (10)	Chucky Atkins (3)	Ford Center 19,136	19–48
68	March 18	Chicago	L 96–103 (OT)	Kevin Durant (28)	Nick Collison (13)	Russell Westbrook (6)	Ford Center 19,136	19–49
69	March 20	Utah	L 94–101 (OT)	Kevin Durant (24)	Kevin Durant (12)	Kevin Durant (5)	Ford Center 19,136	19–50
70	March 22	@ Minnesota	W 97–90 (OT)	Kevin Durant (30)	Kevin Durant , Russell Westbrook (8)	Russell Westbrook (10)	Target Center 18,561	20–50
71	March 24	L.A. Lakers	L 89–107 (OT)	Kevin Durant (24)	Nick Collison (8)	Russell Westbrook (6)	Ford Center 19,136	20–51
72	March 27	@ Toronto	L 96–112 (OT)	Nick Collison (21)	Nick Collison , Thabo Sefolosha (7)	Russell Westbrook (5)	Air Canada Centre 17,127	20–52
73	March 29	@ Boston	L 84–103 (OT)	Russell Westbrook (23)	Jeff Green (9)	Kyle Weaver (7)	TD Banknorth Garden 18,624	20–53
74	March 31	@ San Antonio	W 96–95 (OT)	Kevin Durant (31)	Kevin Durant , Nenad Krstić (8)	Russell Westbrook (10)	AT&T Center 18,797	21–53
