Place	Player	Country	Score	To par	Money ( $ )
1	Jack Nicklaus	United States	71-67-72-65=275	–5	30,000
2	Arnold Palmer	United States	69-68-73-69=279	–1	15,000
3	Don January	United States	69-72-70-70=281	+1	10,000
4	Billy Casper	United States	69-70-71-72=282	+2	7,500
5	Lee Trevino	United States	72-70-71-70=283	+3	6,000
T6	Deane Beman	United States	69-71-71-73=284	+4	4,166
T6	Gardner Dickinson	United States	70-73-68-73=284	+4	4,166
T6	Bob Goalby	United States	72-71-70-71=284	+4	4,166
T9	Dave Marr	United States	70-74-70-71=285	+5	2,566
T9	Kel Nagle	Australia	70-72-72-71=285	+5	2,566
T9	Art Wall, Jr.	United States	69-73-72-71=285	+5	2,566
