Place	Player	Country	Score	To par
1	Darren Clarke	Northern Ireland	65	–7
T2	Ernie Els	South Africa	66	–6
T2	Justin Leonard	United States	66	–6
T4	Briny Baird	United States	67	–5
T4	Luke Donald	England	67	–5
T4	Vijay Singh	Fiji	67	–5
T4	Scott Verplank	United States	67	–5
T8	Stephen Ames	Canada	68	–4
T8	Stuart Appleby	Australia	68	–4
T8	K. J. Choi	South Korea	68	–4
T8	Chris DiMarco	United States	68	–4
T8	Jay Haas	United States	68	–4
T8	Pádraig Harrington	Ireland	68	–4
T8	Geoff Ogilvy	Australia	68	–4
T8	Tim Petrovic	United States	68	–4
T8	Loren Roberts	United States	68	–4
