Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	Portland Trail Blazers	L 74–83 (OT)	Russell Westbrook (23)	Jeff Green (11)	Russell Westbrook, James Harden (2)	Ford Center 16,920	2–1
4	November 3	Los Angeles Lakers	L 98–101 (OT)	Kevin Durant (28)	Etan Thomas (11)	Russell Westbrook (7)	Ford Center 18,203	2–2
5	November 6	@ Houston Rockets	L 94–105 (OT)	Russell Westbrook (33)	Kevin Durant (9)	Russell Westbrook (7)	Toyota Center 14,911	2–3
6	November 8	Orlando Magic	W 102–74 (OT)	Kevin Durant (28)	Thabo Sefolosha (10)	Russell Westbrook (10)	Ford Center 18,203	3–3
7	November 10	@ Sacramento Kings	L 98–101 (OT)	Kevin Durant (37)	Nenad Krstic (8)	Russell Westbrook, Thabo Sefolosha (6)	ARCO Arena 10,523	3–4
8	November 11	@ Los Angeles Clippers	W 83–79 (OT)	Kevin Durant (30)	Kevin Durant (10)	James Harden (8)	Staples Center 14,248	4–4
9	November 14	@ San Antonio Spurs	W 101–98 (OT)	Kevin Durant (25)	Jeff Green (10)	Russell Westbrook (11)	AT&T Center 17,947	5–4
10	November 15	Los Angeles Clippers	L 93–101 (OT)	Kevin Durant (40)	Russell Westbrook (9)	Russell Westbrook (7)	Ford Center 17,715	5–5
11	November 17	@ Miami Heat	W 100–87 (OT)	Kevin Durant (32)	Kevin Durant, Thabo Sefolosha (9)	Russell Westbrook (7)	American Airlines Arena 14,443	6–5
12	November 18	@ Orlando Magic	L 94–108 (OT)	James Harden (24)	Serge Ibaka (9)	Kyle Weaver , Kevin Ollie (4)	Amway Arena 17,461	6–6
13	November 20	Washington Wizards	W 127–108 (OT)	Kevin Durant (35)	Jeff Green (14)	Russell Westbrook (7)	Ford Center 18,203	7–6
14	November 22	@ Los Angeles Lakers	L 85–101 (OT)	Kevin Durant (19)	Serge Ibaka (13)	Russell Westbrook (7)	Staples Center 18,997	7–7
15	November 24	@ Utah Jazz	W 104–94 (OT)	Kevin Durant (28)	Jeff Green, Nenad Krstic (6)	Kevin Durant (8)	EnergySolutions Arena 17,937	8–7
16	November 27	Milwaukee Bucks	W 108–90 (OT)	Kevin Durant (33)	Kevin Durant (12)	Russell Westbrook (7)	Ford Center 18,203	9–7
