Date	Opponent	Score	Loss	Attendance	Record
April 1	Yankees	10 - 1	Lidle (0-1)	15,176	0-2
April 2	Yankees	9 - 7	Hendrickson (0-1)	16,222	0-3
April 4	@ Twins	7 - 2	Reed (0-1)	48,617	1-3
April 5	@ Twins	4 - 3 (11)	Guardado (0-1)	31,421	2-3
April 6	@ Twins	8 - 1	Radke (1-1)	23,549	3-3
April 8	Red Sox	8 - 4	Lowe (1-1)	13,147	4-3
April 9	Red Sox	10 - 5	Fossum (1-1)	13,099	5-3
April 10	Red Sox	8 - 7	Politte (0-1)	13,779	5-4
April 11	Twins	6 - 4	Lidle (1-2)	13,237	5-5
April 12	Twins	9 - 6	Escobar (0-1)	14,118	5-6
April 13	Twins	9 - 3	Hendrickson (1-2)	13,333	5-7
April 14	@ Yankees	10 - 9	Lopez (0-1)	30,761	5-8
April 15	@ Yankees	5 - 0	Halladay (0-2)	33,833	5-9
April 16	@ Yankees	7 - 6	Hitchcock (0-1)	25,831	6-9
April 17	@ Yankees	4 - 0	Walker (1-1)	32,057	6-10
April 18	@ Red Sox	7 - 3	Tam (0-1)	31,440	6-11
April 19	@ Red Sox	7 - 2	Sturtze (2-1)	32,329	6-12
April 20	@ Red Sox	6 - 5	Politte (0-2)	29,579	6-13
April 21	@ Red Sox	11 - 6	Burkett (1-1)	34,370	7-13
April 22	@ Devil Rays	4 - 3	Kershner (0-1)	10,013	7-14
April 23	@ Devil Rays	4 - 3	Hendrickson (1-3)	9,221	7-15
April 24	@ Devil Rays	5 - 3	Sosa (1-2)	8,618	8-15
April 25	Royals	6 - 5	Carrasco (1-1)	16,417	9-15
April 26	Royals	9 - 6	Tam (0-2)	17,197	9-16
April 27	Royals	10 - 9	MacDougal (1-1)	17,059	10-16
April 29	Rangers	16 - 11	Hendrickson (1-4)	48,097	10-17
April 30	Rangers	11 - 3	Sturtze (3-2)	16,021	10-18
