Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
60	March 2	@ Denver	L 80–120 (OT)	Matt Carroll (19)	Boris Diaw (6)	Shaun Livingston (7)	Pepsi Center 14,255	26–34
61	March 4	@ L.A. Lakers	L 84–92 (OT)	D. J. Augustin (22)	Dominic McGuire , Joel Przybilla (8)	D. J. Augustin , Shaun Livingston (4)	Staples Center 18,997	26–35
62	March 5	@ Portland	L 69–93 (OT)	Gerald Henderson (16)	D. J. White (9)	Boris Diaw (5)	Rose Garden 20,588	26–36
63	March 7	L.A. Clippers	L 87–92 (OT)	Gerald Henderson (20)	Boris Diaw (8)	Boris Diaw (8)	Time Warner Cable Arena 16,438	26–37
64	March 9	Chicago	L 84–101 (OT)	Gerald Henderson (20)	Kwame Brown (11)	Gerald Henderson (8)	Time Warner Cable Arena 15,286	26–38
65	March 11	Portland	W 97–92 (OT)	Stephen Jackson (29)	Stephen Jackson (10)	D. J. Augustin (5)	Time Warner Cable Arena 18,176	27–38
66	March 13	@ Toronto	W 95–90 (OT)	D. J. Augustin (23)	Kwame Brown , Stephen Jackson (5)	Boris Diaw (6)	Air Canada Centre 16,557	28–38
67	March 16	@ Houston	L 78–94 (OT)	D. J. Augustin (22)	Kwame Brown , D. J. White (6)	D. J. Augustin , Stephen Jackson (4)	Toyota Center 14,822	28–39
68	March 18	@ Oklahoma City	L 82–99 (OT)	Stephen Jackson (18)	Kwame Brown (8)	D. J. Augustin (8)	Oklahoma City Arena 18,203	28–40
69	March 19	@ San Antonio	L 98–109 (OT)	Gerald Henderson (19)	Kwame Brown (7)	Shaun Livingston (8)	AT&T Center 19,075	28–41
70	March 23	Indiana	L 88–111 (OT)	D. J. Augustin (17)	Kwame Brown (9)	Boris Diaw (7)	Time Warner Cable Arena 14,703	28–42
71	March 25	@ Boston	W 83–81 (OT)	D. J. White (17)	Kwame Brown , Dominic McGuire (7)	D. J. Augustin (4)	TD Garden 18,624	29–42
72	March 26	New York	W 114–106 (OT)	Boris Diaw (20)	Boris Diaw (8)	D. J. Augustin (9)	Time Warner Cable Arena 19,356	30–42
73	March 28	Milwaukee	W 87–86 (OT)	Stephen Jackson (18)	Tyrus Thomas (6)	D. J. Augustin , Boris Diaw (8)	Time Warner Cable Arena 12,368	31–42
