Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
47	February 2	@ Orlando	W 105–95 (OT)	Dirk Nowitzki (29)	Erick Dampier (7)	Jason Kidd (8)	Amway Arena 16,551	28–19
48	February 4	Portland	W 104–99 (OT)	Josh Howard (23)	Dirk Nowitzki (11)	Jason Kidd (10)	American Airlines Center 19,767	29–19
49	February 5	@ Utah	L 87–115 (OT)	Josh Howard (18)	Dirk Nowitzki (6)	Jason Kidd (8)	EnergySolutions Arena 19,911	29–20
50	February 7	Chicago	W 115–114 (OT)	Dirk Nowitzki (44)	Erick Dampier (10)	Jason Kidd (10)	American Airlines Center 20,349	30–20
51	February 10	Sacramento	W 118–100 (OT)	Antoine Wright , Josh Howard (23)	Erick Dampier (16)	Jason Kidd (12)	American Airlines Center 19,667	31–20
52	February 12	Boston	L 92–99 (OT)	Dirk Nowitzki (37)	Dirk Nowitzki (8)	Jason Kidd (10)	American Airlines Center 20,285	31–21
53	February 18	New Jersey	W 113–98 (OT)	Josh Howard (24)	Josh Howard (10)	Jason Kidd (10)	American Airlines Center 19,878	32–21
54	February 20	@ Houston	L 86–93 (OT)	José Juan Barea (26)	Dirk Nowitzki (11)	José Juan Barea , Jason Kidd (5)	Toyota Center 18,195	32–22
55	February 21	Sacramento	W 116–95 (OT)	Brandon Bass , Josh Howard (20)	James Singleton (12)	Jason Kidd (11)	American Airlines Center 20,223	33–22
56	February 24	@ San Antonio	L 76–93 (OT)	Josh Howard (19)	James Singleton (14)	Jason Kidd (4)	AT&T Center 18,797	33–23
57	February 25	Milwaukee	W 116–96 (OT)	Josh Howard (27)	Brandon Bass (11)	Jason Kidd (9)	American Airlines Center 19,558	34–23
58	February 27	Oklahoma City	W 110–108 (OT)	Dirk Nowitzki (41)	Dirk Nowitzki , James Singleton (9)	Jason Kidd (13)	American Airlines Center 20,007	35–23
