Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
35	January 2	@ Minnesota	L 108–115 (OT)	Stephen Jackson (25)	Andris Biedriņš (13)	Stephen Jackson (7)	Target Center 11,921	10–25
36	January 5	@ Utah	L 114–119 (OT)	Jamal Crawford (28)	Andris Biedriņš (17)	Jamal Crawford (6)	EnergySolutions Arena 19,911	10–26
37	January 7	L.A. Lakers	L 106–114 (OT)	Jamal Crawford (25)	Andris Biedriņš (17)	Jamal Crawford (9)	Oracle Arena 19,596	10–27
38	January 10	@ Portland	L 100–113 (OT)	Corey Maggette (25)	Andris Biedriņš , Ronny Turiaf (6)	Ronny Turiaf (7)	Rose Garden 20,687	10–28
39	January 11	Indiana	W 120–117 (OT)	Jamal Crawford (32)	Andris Biedriņš (9)	Jamal Crawford , C. J. Watson , Ronny Turiaf (5)	Oracle Arena 18,262	11–28
40	January 14	Sacramento	L 133–135 (3OT)	Jamal Crawford (35)	Andris Biedriņš (14)	C. J. Watson (6)	Oracle Arena 19,122	11–29
41	January 16	Atlanta	W 119–114 (OT)	Jamal Crawford (29)	Corey Maggette (16)	Stephen Jackson (6)	Oracle Arena 18,832	12–29
42	January 19	Washington	W 119–98 (OT)	Jamal Crawford (28)	Andris Biedriņš (15)	Jamal Crawford (8)	Oracle Arena 19,244	13–29
43	January 21	Oklahoma City	L 121–122 (OT)	Stephen Jackson (29)	Jamal Crawford (7)	Ronny Turiaf (8)	Oracle Arena 19,318	13–30
44	January 23	Cleveland	L 105–106 (OT)	Stephen Jackson (24)	Andris Biedriņš (13)	Stephen Jackson (8)	Oracle Arena 19,596	13–31
45	January 25	L.A. Clippers	W 107–92 (OT)	Corey Maggette (20)	Andris Biedriņš (14)	Kelenna Azubuike , Stephen Jackson (6)	Oracle Arena 17,746	14–31
46	January 28	@ Dallas	L 93–117 (OT)	Stephen Jackson (25)	Andris Biedriņš (11)	C. J. Watson , Stephen Jackson , Monta Ellis (3)	American Airlines Center 19,864	14–32
47	January 30	@ New Orleans	W 91–87 (OT)	Corey Maggette (19)	Ronny Turiaf (11)	Stephen Jackson (7)	New Orleans Arena 17,738	15–32
