Driver	Constructor	Laps	Time/Retired	Grid
Dan Gurney	Eagle - Weslake	28	1:40:49.4	2
Jackie Stewart	BRM	28	+ 1:03.0	6
Chris Amon	Ferrari	28	+ 1:40.0	5
Jochen Rindt	Cooper - Maserati	28	+ 2:13.9	4
Mike Spence	BRM	27	+ 1 Lap	11
Jim Clark	Lotus - Ford	27	+ 1 Lap	1
Jo Siffert	Cooper - Maserati	27	+ 1 Lap	16
Bob Anderson	Brabham - Climax	26	+ 2 Laps	17
Pedro Rodríguez	Cooper - Maserati	25	Engine	13
Guy Ligier	Cooper - Maserati	25	+ 3 Laps	18
Ludovico Scarfiotti	Ferrari	24	Not Classified	9
Jack Brabham	Brabham - Repco	15	Engine	7
Denny Hulme	Brabham - Repco	14	Engine	14
Jo Bonnier	Cooper - Maserati	10	Engine	12
Graham Hill	Lotus - Ford	3	Clutch	3
John Surtees	Honda	1	Engine	10
Chris Irwin	BRM	1	Engine	15
Mike Parkes	Ferrari	0	Accident	8
