Place	Player	Country	Score	To par	Money ( $ )
T1	Jack Fleck	United States	76-69-75-67=287	+7	Playoff
T1	Ben Hogan	United States	72-73-72-70=287	+7	Playoff
T3	Tommy Bolt	United States	67-77-75-73=292	+12	1,500
T3	Sam Snead	United States	79-69-70-74=292	+12	1,500
T5	Julius Boros	United States	76-69-73-77=295	+15	870
T5	Bob Rosburg	United States	78-74-67-76=295	+15	870
T7	Doug Ford	United States	74-77-74-71=296	+16	540
T7	Bud Holscher	United States	77-75-71-73=296	+16	540
T7	Harvie Ward (a)	United States	74-70-76-76=296	+16	0
T10	Jack Burke, Jr.	United States	71-77-72-77=297	+17	390
T10	Mike Souchak	United States	73-79-72-73=297	+17	390
