Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
47	February 2	New York	W 86–85 (OT)	Kevin Durant (21)	Nick Collison (12)	Earl Watson (8)	KeyArena 12,783	12–35
48	February 4	Chicago	L 108–118 (OT)	Wally Szczerbiak (21)	Nick Collison (9)	Earl Watson (8)	KeyArena 10,935	12–36
49	February 6	@ Sacramento	W 105–92 (OT)	Earl Watson (23)	Earl Watson Chris Wilcox (10)	Earl Watson (10)	ARCO Arena 13,136	13–36
50	February 8	@ Phoenix	L 99–103 (OT)	Chris Wilcox (22)	Chris Wilcox (15)	Earl Watson (5)	US Airways Center 18,422	13–37
51	February 13	Utah	L 93–112 (OT)	Kevin Durant (19)	Kurt Thomas (13)	Earl Watson (14)	KeyArena 10,618	13–38
52	February 19	Memphis	W 108–101 (OT)	Earl Watson (26)	Nick Collison Jeff Green (9)	Earl Watson (9)	KeyArena 11,391	14–38
53	February 21	@ Portland	L 88–92 (OT)	Kevin Durant (20)	Nick Collison (14)	Earl Watson (9)	Rose Garden 20,168	14–39
54	February 22	Portland	W 99–87 (OT)	Kevin Durant (17)	Jeff Green (9)	Earl Watson (4)	KeyArena 16,640	15–39
55	February 24	L. A. Lakers	L 91–111 (OT)	Mickaël Gelabale (21)	Johan Petro (10)	Earl Watson (8)	KeyArena 17,072	15–40
56	February 26	@ Golden State	L 99–105 (OT)	Kevin Durant Jeff Green (21)	Nick Collison (13)	Luke Ridnour (15)	Oracle Arena 19,412	15–41
57	February 27	Denver	L 96–138 (OT)	Kevin Durant Mickaël Gelabale (16)	Johan Petro (8)	Mickaël Gelabale (6)	KeyArena 13,627	15–42
