Place	Player	Country	Score	To par
1	Wayne Stephens	England	66	–6
T2	Paul Azinger	United States	68	–4
T2	Fred Couples	United States	68	–4
T2	Wayne Grady	Australia	68	–4
T2	Miguel Ángel Martín	Spain	68	–4
T2	José María Olazábal	Spain	68	–4
T2	Eduardo Romero	Argentina	68	–4
T2	Lee Trevino	United States	68	–4
T6	Derrick Cooper	England	69	–3
T6	Mark James	England	69	–3
T6	Gavan Levenson	South Africa	69	–3
T6	Brian Marchbank	Scotland	69	–3
T6	Greg Norman	Australia	69	–3
T6	Steve Pate	United States	69	–3
T6	Philip Walton	Ireland	69	–3
T6	Tom Watson	United States	69	–3
