Place	Player	Country	Score	To par
1	Bobby Nichols	United States	67	–5
T2	Allen Miller	United States	68	–4
T2	Jack Nicklaus	United States	68	–4
T4	Arnold Palmer	United States	69	–3
T4	J. C. Snead	United States	69	–3
T4	Tom Weiskopf	United States	69	–3
T7	Billy Casper	United States	70	–2
T7	Bob Murphy	United States	70	–2
T7	Tom Watson	United States	70	–2
T10	Tommy Aaron	United States	71	–1
T10	Jerry Heard	United States	71	–1
T10	Mac McLendon	United States	71	–1
T10	Jerry Pate (a)	United States	71	–1
T10	Sam Snead	United States	71	–1
T10	Lee Trevino	United States	71	–1
T10	Larry Ziegler	United States	71	–1
