Res.	Record	Opponent	Method	Event	Round	Time	Location
Win	28-9	Jamie Varner	Decision (split)	UFC 164	3	5:00	Milwaukee, Wisconsin , United States
Win	27-9	John Cholish	Submission (guillotine choke)	UFC on FX: Belfort vs. Rockhold	2	2:34	Jaraguá do Sul , Brazil
Loss	26-9	Evan Dunham	Decision (split)	UFC 156	3	5:00	Las Vegas, Nevada , United States
Win	26-8	Francisco Trinaldo	Decision (unanimous)	UFC 153	3	5:00	Rio de Janeiro , Brazil
Loss	25-8	Khabib Nurmagomedov	Decision (unanimous)	UFC 148	3	5:00	Las Vegas, Nevada , United States
Win	25-7	Rafael dos Anjos	Decision (split)	UFC 139	3	5:00	San Jose, California , United States
Win	24-7	Rafaello Oliveira	Submission (rear naked choke)	UFC 130	2	3:28	Las Vegas, Nevada , United States
Win	23-7	Kurt Pellegrino	Decision (split)	UFC 128	3	5:00	Newark, New Jersey , United States
Loss	22-7	Jim Miller	Decision (unanimous)	UFC Fight Night: Marquardt vs. Palhares	3	5:00	Austin, Texas , United States
Win	22-6	Caol Uno	TKO (punches)	UFC Fight Night: Florian vs. Gomi	1	4:13	Charlotte, North Carolina , United States
Win	21-6	Josh Neer	Decision (unanimous)	UFC 104	3	5:00	Los Angeles, California , United States
Loss	20-6	Melvin Guillard	Decision (split)	The Ultimate Fighter 9 Finale	3	5:00	Las Vegas, Nevada , United States
Win	20-5	Jeremy Stephens	Decision (unanimous)	UFC Fight Night: Condit vs. Kampmann	3	5:00	Nashville, Tennessee , United States
Win	19-5	Rich Clementi	Submission (guillotine choke)	UFC Fight Night: Lauzon vs. Stephens	1	4:35	Tampa, Florida , United States
Loss	18-5	Joe Stevenson	Submission (guillotine choke)	UFC 86	2	2:57	Las Vegas, Nevada , United States
Loss	18-4	Tyson Griffin	Decision (unanimous)	UFC 81	3	5:00	Las Vegas, Nevada , United States
Win	18-3	Terry Etim	Decision (unanimous)	UFC 75	3	5:00	London , England
Win	17-3	Jeff Cox	Submission (arm triangle choke)	UFC Fight Night: Stout vs Fisher	1	1:52	Hollywood, Florida , United States
Win	16-3	Antonio Moreno	TKO (punches)	Nordest Combat Championship	1	0:55	Natal , Brazil
Win	15-3	Jason Dent	Decision (unanimous)	UFC 68	3	5:00	Columbus, Ohio , United States
Loss	14-3	Nick Diaz	TKO (punches)	UFC 65	2	2:27	Sacramento, California , United States
Win	14-2	Jedrzej Kubski	Submission (rear naked choke)	KO Arena 4	1	1:03	Malaga , Spain
Win	13-2	Edilson Florencio	Submission (triangle choke)	Mega Combate Mossoro	1	3:26	Mossoro , Brazil
Win	12-2	Fabricio Camoes	Submission (rear naked choke)	Meca World Vale Tudo 12	1	2:15	Rio de Janeiro , Brazil
Loss	11-2	Marcelo Brito	Decision (unanimous)	Storm Samurai 7	3	5:00	Curitiba , Brazil
Win	11-1	Josenildo Rodrigues	Decision (unanimous)	Ceara Open 2	3	5:00	Fortaleza , Brazil
Win	10-1	Anderson Cruz	KO (punches)	Octagon Fight	1	N/A	Natal , Brazil
Win	9-1	Josenildo Ramarho	Submission (armbar)	Brazilian Challenger 2	1	N/A	Natal , Brazil
Win	8-1	Carlos Alexandre Pereira	Submission (rear naked choke)	Champions Night 11	1	1:16	Ceara , Brazil
Win	7-1	Adriano Martins	Decision (unanimous)	Amazon Fight	3	5:00	Manaus , Brazil
Win	6-1	Daniel Muralha	Submission (armbar)	Champions Night 10	1	N/A	Ceara , Brazil
Win	5-1	Romario Manoel Da Silva	Submission (rear naked choke)	Desafio: Natal vs Nordeste	1	2:30	Natal , Brazil
Loss	4-1	Eiji Mitsuoka	TKO (corner stoppage)	DEEP - 11th Impact	2	3:41	Osaka , Japan
Win	4-0	Fernando Terere	Decision (split)	Bitetti Combat Nordeste 2	3	5:00	Natal , Brazil
Win	3-0	Paulo Boiko	Decision (unanimous)	Bitetti Combat Nordeste 1	3	5:00	Natal , Brazil
Win	2-0	Thiago Alves	Submission (armbar)	Champions Night 2	2	3:31	Natal , Brazil
Win	1-0	Rivanio Regiz	Decision (unanimous)	CNVTO - Currais Novos Vale Tudo Open	3	5:00	Currais Novos , Brazil
