Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
16	December 3	Phoenix	W 104–91 (OT)	Predrag Stojaković , Chris Paul (24)	David West (14)	Chris Paul (15)	New Orleans Arena 15,804	10–6
17	December 6	Memphis	W 106–87 (OT)	Chris Paul (21)	James Posey (7)	Chris Paul (11)	New Orleans Arena 16,822	11–6
18	December 10	Charlotte	W 105–89 (OT)	David West , Predrag Stojaković (17)	Tyson Chandler (11)	Chris Paul (15)	New Orleans Arena 15,750	12–6
19	December 12	@ Boston	L 82–94 (OT)	David West (23)	David West (14)	Chris Paul (14)	TD Banknorth Garden 18,624	12–7
20	December 14	@ Toronto	W 99–91 (OT)	David West (29)	James Posey (10)	Chris Paul (12)	Air Canada Centre 18,537	13–7
21	December 16	@ Memphis	W 91–84 (OT)	David West , Chris Paul (18)	Tyson Chandler (6)	Chris Paul (9)	FedExForum 10,231	14–7
22	December 17	San Antonio	W 90–83 (OT)	David West (21)	Tyson Chandler (11)	Chris Paul (12)	New Orleans Arena 16,593	15–7
23	December 20	Sacramento	W 99–90 (OT)	Chris Paul (34)	Tyson Chandler (8)	Chris Paul (9)	New Orleans Arena 16,869	16–7
24	December 23	L.A. Lakers	L 87–100 (OT)	Rasual Butler , Chris Paul (17)	Tyson Chandler (10)	Chris Paul (10)	New Orleans Arena 18,405	16–8
25	December 25	@ Orlando	L 68–88 (OT)	David West (13)	David West (7)	Chris Paul (4)	Amway Arena 17,461	16–9
26	December 26	Houston	W 88–79 (OT)	Chris Paul (26)	Tyson Chandler (12)	Chris Paul (10)	New Orleans Arena 18,326	17–9
27	December 28	@ Indiana	W 105–103 (OT)	James Posey , Chris Paul (19)	David West (10)	Chris Paul (12)	Conseco Fieldhouse 14,374	18–9
28	December 30	Washington	W 97–85 (OT)	Rasual Butler (21)	Tyson Chandler (11)	Chris Paul (16)	New Orleans Arena 18,021	19–9
