Place	Player	Country	Score	To par
1	Rodger Davis	Australia	64	–7
T2	Ken Green	United States	67	–4
T2	Lee Trevino	United States	67	–4
T2	Bob Tway	United States	67	–4
T5	Paul Azinger	United States	68	–3
T5	Nick Faldo	England	68	–3
T5	Larry Mize	United States	68	–3
T5	Nick Price	Zimbabwe	68	–3
T9	Ken Brown	Scotland	69	–2
T9	Mark Calcavecchia	United States	69	–2
T9	David Graham	Australia	69	–2
T9	Jay Haas	United States	69	–2
T9	Bernhard Langer	West Germany	69	–2
T9	Graham Marsh	Australia	69	–2
T9	Masashi Ozaki	Japan	69	–2
T9	Craig Stadler	United States	69	–2
T9	Gerard Taylor	Australia	69	–2
T9	Tom Watson	United States	69	–2
