Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
34	January 2	@ Boston	L 96–103 (OT)	Chris Bosh (25)	Chris Bosh (9)	Jarrett Jack , Hedo Türkoğlu (7)	TD Garden 18,624	16–18
35	January 3	San Antonio	W 91–86 (OT)	Chris Bosh (22)	Chris Bosh (15)	Jarrett Jack (8)	Air Canada Centre 18,323	17–18
36	January 6	@ Orlando	W 108–103 (OT)	Andrea Bargnani , Chris Bosh (18)	Chris Bosh (12)	José Calderón (8)	Amway Arena 17,461	18–18
37	January 8	@ Philadelphia	W 108–106 (OT)	Chris Bosh (29)	Chris Bosh (9)	Chris Bosh (6)	Wachovia Center 15,264	19–18
38	January 10	Boston	L 107–114 (OT)	Chris Bosh (31)	Chris Bosh (13)	Hedo Türkoğlu (9)	Air Canada Centre 19,800	19–19
39	January 11	@ Indiana	L 101–105 (OT)	Chris Bosh (27)	Andrea Bargnani (17)	José Calderón (6)	Conseco Fieldhouse 11,039	19–20
40	January 15	@ New York	W 112–104 (OT)	Andrea Bargnani (24)	Andrea Bargnani (12)	José Calderón (6)	Madison Square Garden 19,763	20–20
41	January 17	Dallas	W 110–88 (OT)	Chris Bosh (23)	Chris Bosh (13)	José Calderón , Jarrett Jack (7)	Air Canada Centre 19,004	21–20
42	January 19	@ Cleveland	L 100–108 (OT)	Chris Bosh (21)	Chris Bosh (10)	José Calderón (6)	Quicken Loans Arena 20,562	21–21
43	January 20	@ Milwaukee	L 107–113 (OT)	Chris Bosh (44)	Chris Bosh (12)	José Calderón , Jarrett Jack (5)	Bradley Center 12,724	21–22
44	January 22	Milwaukee	W 101–96 (OT)	Jarrett Jack (27)	Antoine Wright (8)	Hedo Türkoğlu (5)	Air Canada Centre 17,819	22–22
45	January 24	L.A. Lakers	W 106–105 (OT)	Andrea Bargnani (22)	Chris Bosh (13)	José Calderón , Hedo Türkoğlu (5)	Air Canada Centre 20,111	23–22
46	January 27	Miami	W 111–103 (OT)	Andrea Bargnani (27)	Chris Bosh (18)	José Calderón (7)	Air Canada Centre 18,265	24–22
47	January 28	@ New York	W 106–104 (OT)	Chris Bosh (27)	Chris Bosh (15)	José Calderón (7)	Madison Square Garden 18,828	25–22
