Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
34	January 2	@ L.A. Lakers	L 100–113 (OT)	Mehmet Okur (21)	Paul Millsap (17)	Deron Williams (12)	Staples Center 18,997	19–15
35	January 5	Golden State	W 119–114 (OT)	Deron Williams (25)	Paul Millsap (14)	Deron Williams (15)	EnergySolutions Arena 19,911	20–15
36	January 7	New Orleans	W 116–90 (OT)	Paul Millsap (27)	Paul Millsap (14)	Deron Williams (8)	EnergySolutions Arena 19,911	21–15
37	January 10	Detroit	W 99–82 (OT)	Mehmet Okur (22)	Andrei Kirilenko , Paul Millsap (7)	Deron Williams (9)	EnergySolutions Arena 19,911	22–15
38	January 12	Indiana	W 120–113 (OT)	Mehmet Okur (43)	Andrei Kirilenko (12)	Deron Williams (11)	EnergySolutions Arena 19,911	23–15
39	January 14	@ Oklahoma City	L 93–114 (OT)	Deron Williams (25)	Mehmet Okur (9)	Deron Williams (6)	Ford Center 18,437	23–16
40	January 16	@ Memphis	W 101–91 (OT)	Deron Williams (27)	Mehmet Okur (8)	Deron Williams (12)	FedExForum 10,422	24–16
41	January 17	@ Dallas	L 108–115 (OT)	Deron Williams (30)	Mehmet Okur (11)	Deron Williams (9)	American Airlines Center 20,325	24–17
42	January 20	Minnesota	W 112–107 (OT)	Paul Millsap (28)	Paul Millsap (15)	Deron Williams (11)	EnergySolutions Arena 19,911	25–17
43	January 21	@ Houston	L 99–108 (OT)	Deron Williams (32)	Paul Millsap (12)	Deron Williams (11)	Toyota Center 17,037	25–18
44	January 24	Cleveland	L 97–102 (OT)	Paul Millsap (24)	Paul Millsap (15)	Deron Williams (16)	EnergySolutions Arena 19,911	25–19
45	January 25	@ Denver	L 97–117 (OT)	Ronnie Brewer (16)	Mehmet Okur , Paul Millsap (10)	Deron Williams (10)	Pepsi Center 17,895	25–20
46	January 27	San Antonio	L 100–106 (OT)	Ronnie Brewer (23)	Mehmet Okur (17)	Deron Williams (13)	EnergySolutions Arena 19,911	25–21
47	January 30	Oklahoma City	W 110–90 (OT)	Deron Williams (24)	Paul Millsap (9)	Deron Williams (12)	EnergySolutions Arena 19,911	26–21
48	January 31	@ Portland	L 108–122 (OT)	Deron Williams (35)	Mehmet Okur (7)	Deron Williams (5)	Rose Garden 20,593	26–22
