Date	Opponent	Score	Loss	Attendance	Record
April 6	@ Tigers	Postponed (rain) Rescheduled for April 7	Postponed (rain) Rescheduled for April 7	Postponed (rain) Rescheduled for April 7	Postponed (rain) Rescheduled for April 7
April 7	@ Tigers	6–2	Lemanczyk (0–1)	52,528	0–1
April 8	@ Tigers	5–2	Slaton (0–1)	12,413	1–1
April 9	@ Tigers	8–4	Underwood (0–1)	9,169	1–2
April 11	@ White Sox	9–5	Jefferson (0–1)	3,347	1–3
April 12	@ White Sox	5–4	Lemanczyk (0–2)	5,742	1–4
April 14	Tigers	10–8	Wilcox (0–1)	35,761	2–4
April 15	Tigers	6–3	Willis (0–1)	15,024	2–5
April 16	Tigers	4–3	Clancy (0–1)	17,088	2–6
April 17	Royals	3–1	Jefferson (0–2)	10,169	2–7
April 18	Royals	5–0	Lemanczyk (0–3)	10,218	2–8
April 19	Yankees	4–3	Gossage (0–3)	13,306	3–8
April 20	Yankees	Postponed (rain) Rescheduled for September 20	Postponed (rain) Rescheduled for September 20	Postponed (rain) Rescheduled for September 20	Postponed (rain) Rescheduled for September 20
April 21	White Sox	11–2	Underwood (0–2)	10,108	3–9
April 22	White Sox	4–2	Wood (0–3)	44,327	4–9
April 23	White Sox	4–0	Stone (1–1)	17,427	5–9
April 24	Indians	4–2	Lemanczyk (0–4)	10,776	5–10
April 25	Indians	6–5	Garvin (1–1)	11,348	5–11
April 26	@ Royals	3–1	Splittorff (4–1)	19,545	6–11
April 27	@ Royals	8–7	Bird (1–1)	17,422	7–11
April 28	@ Angels	5–4	Jefferson (1–3)	16,575	7–12
April 29	@ Angels	5–0	Lemanczyk (0–5)	24,354	7–13
April 30	@ Angels	9–3	Knapp (3–2)	27,367	8–13
