Date	Opponent	Score	Loss	Attendance	Record
April 5	@ Mets	3–0	Nied (0–1)	53,127	0–1
April 7	@ Mets	6–1	Ruffin (0–1)	27,290	0–2
April 9	Expos	11–4	Bottenfield (0–1)	80,227	1–2
April 10	Expos	9–5	Martínez (0–2)	65,261	2–2
April 11	Expos	19–9	Henry (0–1)	66,987	2–3
April 13	Mets	8–4	Holmes (0–1)	52,087	2–4
April 14	Mets	6–3	Smith (1–1)	57,489	2–5
April 15	Mets	5–3	Gooden (1–2)	52,608	3–5
April 16	@ Expos	3–2	Henry (0–2)	17,483	3–6
April 17	@ Expos	9–1	Martínez (0–3)	23,166	4–6
April 18	@ Expos	4–2	Wayne (0–1)	25,034	4–7
April 20	@ Cardinals	5–0	Smith (1–2)	30,516	4–8
April 21	@ Cardinals	11–2	Magrane (0–2)	25,434	5–8
April 22	@ Cardinals	5–2	Wayne (0–2)	34,218	5–9
April 23	Marlins	5–4	Hammond (0–3)	57,784	6–9
April 24	Marlins	2–1	Ashby (0–1)	58,263	6–10
April 25	Marlins	11–1	Smith (1–3)	71,192	6–11
April 26	Cubs	6–3	Nied (3–2)	48,768	6–12
April 27	Cubs	11–2	Morgan (1–4)	48,328	7–12
April 28	Cardinals	7–6	Holmes (0–2)	49,765	7–13
April 29	Cardinals	5–2	Ashby (0–2)	57,472	7–14
April 30	@ Marlins	6–2	Bowen (2–2)	42,535	8–14
