Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
43	February 2	@ Indiana Pacers	L 100-106	G. Payton (19)	D. McKey (7)	G. Payton (5)	Market Square Arena 13,064	20–23
44	February 4	@ Charlotte Hornets	W 100-93	E. Johnson (34)	M. Cage (18)	G. Payton (9)	Charlotte Coliseum 23,901	21–23
45	February 6	Los Angeles Clippers	W 107-104	E. Johnson (27)	S. Kemp (7)	G. Payton (9)	Seattle Center Coliseum 12,021	22–23
46	February 12	Boston Celtics	L 111-114	E. Johnson (29)	M. Cage (10)	G. Payton (13)	Seattle Center Coliseum 14,594	22–24
47	February 14	@ Orlando Magic	W 102-90	D. McKey (21)	D. McKey , O. Polynice (9)	N. McMillan (7)	Orlando Arena 15,077	23–24
48	February 16	@ Atlanta Hawks	L 113-122	D. McKey (30)	O. Polynice (9)	S. Threatt (9)	Omni Coliseum 15,924	23–25
49	February 18	@ Detroit Pistons	L 83-85	E. Johnson (20)	S. Kemp (13)	N. McMillan (7)	The Palace of Auburn Hills 21,454	23–26
50	February 19	@ Philadelphia 76ers	L 104-107 (OT)	R. Pierce (18)	S. Kemp (12)	G. Payton (7)	The Spectrum 15,248	23–27
51	February 21	@ New York Knicks	W 120-101	R. Pierce (26)	S. Kemp (13)	N. McMillan , G. Payton , S. Threatt (5)	Madison Square Garden 12,515	24–27
52	February 23	Phoenix Suns	L 110-120	S. Kemp (25)	S. Kemp (11)	G. Payton (11)	Seattle Center Coliseum 14,692	24–28
53	February 24	Utah Jazz	W 103-91	S. Threatt (30)	M. Cage (14)	G. Payton (16)	Seattle Center Coliseum 12,080	25–28
54	February 26	Los Angeles Clippers	W 93-81	S. Threatt (31)	S. Kemp (15)	N. McMillan ] (9)	Seattle Center Coliseum 11,305	26–28
