Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
58	March 2	@ Boston	L 98–88	J. Smith (22)	A. Horford (11)	M. Bibby (9)	TD Banknorth Garden 18,624	25–33
59	March 4	Golden State	L 135–118	J. Johnson (38)	J. Smith (11)	M. Bibby J. Johnson (6)	Philips Arena 16,575	25–34
60	March 5	@ New Orleans	L 116–101	J. Johnson (24)	A. Horford (11)	M. Bibby A. Horford (4)	New Orleans Arena 12,430	25–35
61	March 7	@ Charlotte	L 108–93	J. Johnson (20)	A. Horford (11)	M. Bibby (10)	Charlotte Bobcats Arena 15,203	25–36
62	March 8	Miami	W 97–94	J. Johnson (39)	J. Smith (8)	J. Johnson (8)	Philips Arena 17,022	26–36
63	March 10	@ Orlando	L 123–112	J. Johnson (27)	J. Smith (12)	J. Johnson (11)	Amway Arena 15,921	26–37
64	March 12	Houston	L 83–75	J. Johnson (28)	J. Smith (22)	M. Bibby A. Horford (4)	Philips Arena 17,078	26–38
65	March 14	LA Clippers	W 117–93	J. Johnson (28)	Z. Pachulia (10)	M. Bibby (14)	Philips Arena 16,107	27–38
66	March 16	@ New York	W 109–98	J. Johnson (28)	A. Horford (10)	J. Johnson (11)	Madison Square Garden 19,763	28–38
67	March 17	@ Washington	W 105–96	M. Bibby (23)	A. Horford (15)	J. Johnson (10)	Verizon Center 16,227	29–38
68	March 19	@ New Jersey	L 125–117	J. Johnson (24)	A. Horford (15)	M. Bibby A. Horford (6)	Izod Center 14,102	29–39
69	March 22	Orlando	W 98–90	J. Johnson (34)	A. Horford (10)	M. Bibby (8)	Philips Arena 18,825	30–39
70	March 25	@ Chicago	L 103–94	J.Childress (22)	A. Horford (13)	M. Bibby (7)	United Center 21,806	30–40
71	March 26	Milwaukee	W 115–96	J. Johnson (28)	Z. Pachulia (8)	J. Johnson (8)	Philips Arena 14,832	31–40
72	March 28	Chicago	W 106–103	M. Bibby (30)	M. Williams (11)	M. Bibby (8)	Philips Arena 17,223	32–40
73	March 30	New York	W 114–109	M. Williams (27)	A. Horford (13)	J. Johnson (13)	Philips Arena 16,573	33–40
