Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
30	January 2	Chicago	97–109	Jason Richardson (28)	Gerald Wallace (11)	Raymond Felton (9)	Time Warner Cable Arena 11,568	11–19
31	January 4	@ New Jersey	96–103	Jason Richardson (33)	Emeka Okafor (13)	Raymond Felton (8)	Izod Center 15,276	11–20
32	January 6	Milwaukee	89–93	Gerald Wallace (25)	Nazr Mohammed (12)	Raymond Felton (10)	Time Warner Cable Arena 10,884	11–21
33	January 8	New Jersey	115–99	Jason Richardson (25)	Gerald Wallace (11)	Raymond Felton (7)	Time Warner Cable Arena 11,913	12–21
34	January 9	@ Boston	95–83	Jason Richardson (34)	Nazr Mohammed , Gerald Wallace (10)	Raymond Felton (8)	TD Banknorth Garden 18,624	13–21
35	January 11	@ Cleveland	103–113 (OT)	Gerald Wallace (27)	Nazr Mohammed (15)	Raymond Felton (11)	Quicken Loans Arena 20,562	13–22
36	January 12	Detroit	100–103 (OT)	Gerald Wallace (26)	Emeka Okafor (15)	Jason Richardson (8)	Time Warner Cable Arena 19,091	13–23
37	January 14	Denver	119–116	Gerald Wallace (40)	Emeka Okafor (13)	Raymond Felton (15)	Time Warner Cable Arena 14,543	14–23
38	January 16	Orlando	99–93	Gerald Wallace (36)	Gerald Wallace (14)	Jeff McInnis , Gerald Wallace (5)	Time Warner Cable Arena 14,279	15–23
39	January 18	@ New Orleans	84–112	Emeka Okafor (13)	Nazr Mohammed (11)	Raymond Felton , Jeff McInnis (6)	New Orleans Arena 12,986	15–24
40	January 19	Memphis	105–87	Jason Richardson (38)	Jason Richardson (14)	Raymond Felton (9)	Time Warner Cable Arena 15,848	16–24
41	January 21	San Antonio	86–95	Emeka Okafor (10)	Emeka Okafor (10)	Jeff McInnis (9)	Time Warner Cable Arena 17,124	16–25
42	January 23	Dallas	95–102	Jason Richardson , Gerald Wallace (22)	Gerald Wallace (11)	Raymond Felton (7)	Time Warner Cable Arena 13,764	16–26
43	January 25	@ Chicago	90–77	Emeka Okafor , Gerald Wallace (21)	Emeka Okafor (16)	Felton (8)	United Center 21,761	17–26
44	January 26	Philadelphia	96–103	Jason Richardson (35)	Emeka Okafor (16)	Gerald Wallace (10)	Time Warner Cable Arena 18,074	17–27
45	January 28	@ L.A. Clippers	107–100	Gerald Wallace (23)	Emeka Okafor (9)	Raymond Felton , Gerald Wallace (8)	Staples Center 14,429	18–27
46	January 30	@ Sacramento	91–105	Gerald Wallace (25)	Emeka Okafor (15)	Raymond Felton (7)	ARCO Arena 12,627	18–28
