Date	Opponent	Score	Loss	Attendance	Record
April 3	@ New York Mets	2-3	Hernández (0-1)	54,371	0-1
April 5	@ New York Mets	9-5 (10)	Julio (0-1)	19,557	1-1
April 6	@ New York Mets	5-10	Ortiz (0-1)	25,839	1-2
April 7	@ Houston Astros	1-6	Armas (0-1)	26,978	1-3
April 8	@ Houston Astros	12-8	Qualls (0-1)	39,324	2-3
April 9	@ Houston Astros	3-7	Drese (0-1)	31,662	2-4
April 10	@ Houston Astros	4-5 (12)	Stanton (0-1)	27,944	2-5
April 11	New York Mets	1-7	Ortiz (0-2)	40,516	2-6
April 12	New York Mets	1-3	Armas (0-2)	29,986	2-7
April 13	New York Mets	13-4	Hernández (1-2)	25,460	2-8
April 14	@ Florida Marlins	3-5	Drese (0-2)	12,913	2-9
April 15	@ Florida Marlins	2-1	Olsen (0-1)	15,668	3-9
April 16	@ Florida Marlins	7-5	Herges (0-1)	10,296	4-9
April 18	@ Philadelphia Phillies	10-3	Lidle (1-2)	20,072	5-9
April 19	@ Philadelphia Phillies	6-7 (10)	Stanton (0-2)	27,913	5-10
April 20	@ Philadelphia Phillies	10-4	Madson (1-1)	28,177	6-10
April 21	Atlanta Braves	7-3	Cormier (0-1)	24,597	7-10
April 22	Atlanta Braves	Postponed (rain) Rescheduled for September 18	Postponed (rain) Rescheduled for September 18	Postponed (rain) Rescheduled for September 18	Postponed (rain) Rescheduled for September 18
April 23	Atlanta Braves	1-3	Majewski (1-1)	21,569	7-11
April 24	Cincinnati Reds	2-4	Hernández (1-3)	19,263	7-12
April 25	Cincinnati Reds	5-6	Traber (1-1)	21,642	7-13
April 26	Cincinnati Reds	0-5	Ortiz (0-3)	19,380	7-14
April 27	@ St. Louis Cardinals	2-6	O'Connor (0-1)	39,515	7-15
April 28	@ St. Louis Cardinals	8-3	Marquis (3-2)	40,841	8-15
April 29	@ St. Louis Cardinals	1-2	Rauch (0-1)	39,596	8-16
April 30	@ St. Louis Cardinals	2-9	Day (1-3)	39,383	8-17
