Date	Opponent	Score	Loss	Attendance	Record
May 1	Cardinals	6 - 1	Mulder (2-1)	20,900	18-8
May 2	Cardinals	3 - 2	Falkenborg (0-1)	25,127	19-8
May 3	@ Rockies	3 - 0	Claussen (2-3)	18,214	19-9
May 4	@ Rockies	7 - 1	Fogg (2-2)	18,204	20-9
May 5	@ D-backs	7 - 1	Ramírez (1-1)	21,077	20-10
May 6	@ D-backs	3 - 1	Arroyo (5-1)	27,204	20-11
May 7	@ D-backs	9 - 8	Hernández (5-4)	27,727	21-11
May 9	Nationals	7 - 1	Claussen (2-4)	16,716	21-12
May 10	Nationals	9 - 6	Stanton (1-4)	14,180	22-12
May 11	Nationals	5 - 4	Eischen (0-1)	15,771	23-12
May 12	Phillies	8 - 4	Ramírez (1-3)	21,709	23-13
May 13	Phillies	2 - 0	Williams (2-3)	32,620	23-14
May 14	Phillies	2 - 1	Hammond (0-1)	19,673	23-15
May 16	@ Pirates	9 - 3	Harang (5-2)	14,315	23-16
May 17	@ Pirates	7 - 2	Arroyo (5-2)	14,897	23-17
May 18	@ Pirates	9 - 8	Capps (1-1)	18,502	24-17
May 19	@ Tigers	9 - 4	Bonderman (4-3)	26,933	25-17
May 20	@ Tigers	7 - 6	Weathers (1-2)	43,128	25-18
May 21	@ Tigers	1 - 0	Harang (5-3)	31,515	25-19
May 22	Brewers	15 - 5	Bush (3-5)	16,567	26-19
May 23	Brewers	7 - 3	Eveland (0-1)	16,528	27-19
May 24	Brewers	6 - 2	Claussen (3-5)	29,065	27-20
May 26	D-backs	3 - 0	Milton (2-2)	33,751	27-21
May 27	D-backs	7 - 0	Harang (5-4)	36,884	27-22
May 28	D-backs	5 - 4	Valverde (2-2)	27,694	28-22
May 29	@ Cubs	7 - 3	Ramírez (2-4)	40,072	28-23
May 30	@ Cubs	8 - 3	Claussen (3-6)	39,000	28-24
May 31	@ Cubs	3 - 2	Zambrano (3-3)	39,810	29-24
