Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 3	Orlando	W 85–80 (OT)	Ben Gordon (23)	Ben Wallace (10)	Ben Gordon , Rodney Stuckey (3)	The Palace of Auburn Hills 15,487	2-2
5	November 4	@ Toronto	L 99–110 (OT)	Ben Gordon (30)	Rodney Stuckey (10)	Will Bynum (6)	Air Canada Centre 17,915	2-3
6	November 6	@ Orlando	L 103–110 (OT)	Charlie Villanueva (28)	Jonas Jerebko (6)	Ben Gordon (5)	Amway Arena 17,461	2-4
7	November 8	Philadelphia	W 88–81 (OT)	Ben Gordon (23)	Ben Wallace (16)	Will Bynum (8)	The Palace of Auburn Hills 17,187	3-4
8	November 11	Charlotte	W 98–75 (OT)	Charlie Villanueva (30)	Ben Wallace (9)	Ben Gordon (8)	The Palace of Auburn Hills 15,417	4-4
9	November 14	@ Washington	W 106–103 (OT)	Ben Gordon (29)	Rodney Stuckey (9)	Will Bynum (6)	Verizon Center 20,173	5-4
10	November 15	Dallas	L 90–95 (OT)	Rodney Stuckey (28)	Charlie Villanueva , Ben Wallace (10)	Will Bynum (3)	The Palace of Auburn Hills 18,215	5-5
11	November 17	@ LA Lakers	L 93–106 (OT)	Will Bynum (24)	Jason Maxiell (7)	Will Bynum (6)	Staples Center 18,997	5-6
12	November 18	@ Portland	L 81–87 (OT)	Rodney Stuckey (21)	Ben Wallace (12)	Rodney Stuckey (5)	Rose Garden Arena 20,391	5-7
13	November 21	@ Utah	L 97–100 (OT)	Ben Gordon (25)	Ben Wallace (9)	Rodney Stuckey (6)	EnergySolutions Arena 18,355	5-8
14	November 22	@ Phoenix	L 91–117 (OT)	DaJuan Summers , Charlie Villanueva (13)	Jason Maxiell (7)	Rodney Stuckey (5)	US Airways Center 18,422	5-9
15	November 25	Cleveland	L 88–98 (OT)	Rodney Stuckey (25)	Ben Wallace (9)	Will Bynum (5)	The Palace of Auburn Hills 22,076	5-10
16	November 27	LA Clippers	L 96–104 (OT)	Jonas Jerebko (22)	Ben Wallace (16)	Will Bynum (9)	The Palace of Auburn Hills 18,594	5-11
