Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus	Points
Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus	Points
Maesteg Harlequins RFC	20	0	0	630	235	86	21	12	0	92
Seven Sisters RFC	20	0	5	610	268	81	30	13	4	77
Taibach RFC	20	0	5	466	349	53	39	6	1	67
Ystalyfera RFC	20	0	7	592	349	78	35	6	3	61
Pencoed RFC	20	1	10	507	427	62	53	7	5	50
Mumbles RFC	20	0	12	485	394	59	43	7	5	44
Bryncoch RFC	20	1	11	378	453	51	53	4	3	41
Brynamman RFC	20	0	12	360	410	38	51	4	4	40
Morriston RFC	20	0	14	338	511	39	67	2	1	27
Vardre RFC	20	0	15	329	471	33	61	2	2	24
Aberavon Green Stars RFC	20	0	18	208	1036	26	153	3	1	12
BP Llandarcy RFC	0	0	0	0	0	0	0	0	0	0
Correct as of 27 May 2012	Correct as of 27 May 2012	Correct as of 27 May 2012	Correct as of 27 May 2012	Correct as of 27 May 2012	Correct as of 27 May 2012	Correct as of 27 May 2012	Correct as of 27 May 2012	Correct as of 27 May 2012	Correct as of 27 May 2012	Correct as of 27 May 2012
