Date	Opponent	Score	Loss	Attendance	Record
April 3	Cubs	16 - 7	Harang (0-1)	42,591	0-1
April 5	Cubs	8 - 6	Rusch (0-1)	27,287	1-1
April 6	Pirates	6 - 5	González (0-1)	13,887	2-1
April 7	Pirates	7 - 6	Maholm (0-1)	16,573	3-1
April 8	Pirates	11 - 9	Pérez (0-1)	20,244	4-1
April 9	Pirates	5 - 3	Williams (0-1)	22,090	4-2
April 11	@ Cubs	9 - 2	Rusch (0-2)	36,708	5-2
April 12	@ Cubs	4 - 1	Claussen (0-1)	37,252	5-3
April 13	@ Cubs	8 - 3	Zambrano (0-1)	40,881	6-3
April 14	@ Cardinals	1 - 0	Carpenter (1-1)	40,901	7-3
April 15	@ Cardinals	9 - 3	Williams (0-2)	40,752	7-4
April 16	@ Cardinals	8 - 7	Weathers (0-1)	40,068	7-5
April 17	Marlins	9 - 1	Moehler (0-3)	16,960	8-5
April 18	Marlins	12 - 6	Milton (2-1)	19,724	8-6
April 19	Marlins	9 - 8	Wellemeyer (0-1)	18,881	9-6
April 20	@ Brewers	12 - 8	Lehr (1-1)	15,347	10-6
April 21	@ Brewers	3 - 1	Sheets (0-2)	29,825	11-6
April 22	@ Brewers	11 - 0	Claussen (1-2)	35,768	11-7
April 23	@ Brewers	11 - 0	Davis (0-2)	29,174	12-7
April 24	@ Nationals	4 - 2	Hernández (1-3)	19,264	13-7
April 25	@ Nationals	6 - 5	Traber (1-1)	21,642	14-7
April 26	@ Nationals	5 - 0	Ortiz (0-3)	19,380	15-7
April 28	Astros	5 - 4	Oswalt (4-1)	32,089	16-7
April 29	Astros	6 - 3	Pettitte (1-4)	24,873	17-7
April 30	Astros	3 - 2	Ramírez (1-1)	22,814	17-8
