Place	Player	Country	Score	To par
T1	Ernie Els	South Africa	70-66=136	–6
T1	Pádraig Harrington	Ireland	69-67=136	–6
T1	Shigeki Maruyama	Japan	68-68=136	–6
T1	Bob Tway	United States	70-66=136	–6
T1	Duffy Waldorf	United States	67-69=136	–6
T6	Søren Hansen	Denmark	68-69=137	–5
T6	Carl Pettersson	Sweden	67-70=137	–5
T6	Des Smyth	Ireland	68-69=137	–5
T9	Stephen Ames	Trinidad and Tobago	68-70=138	–4
T9	Thomas Bjørn	Denmark	68-70=138	–4
T9	Thomas Levet	France	72-66=138	–4
T9	Colin Montgomerie	Scotland	74-64=138	–4
T9	Mark O'Meara	United States	69-69=138	–4
T9	Ian Poulter	England	69-69=138	–4
T9	Nick Price	Zimbabwe	68-70=138	–4
T9	Tiger Woods	United States	70-68=138	–4
