Place	Player	Country	Score	To par
1	Paul Azinger	United States	68-68=136	–6
T2	Rodger Davis	Australia	64-73=137	–5
T2	Nick Faldo	England	68-69=137	–5
T2	Payne Stewart	United States	71-66=137	–5
T2	Gerard Taylor	Australia	69-68=137	–5
T6	David Frost	South Africa	70-68=138	–4
T6	Bernhard Langer	West Germany	69-69=138	–4
T6	Craig Stadler	United States	69-69=138	–4
T6	Tom Watson	United States	69-69=138	–4
T10	Mark Calcavecchia	United States	69-70=139	–3
T10	Graham Marsh	Australia	69-70=139	–3
T10	Carl Mason	England	70-69=139	–3
T10	Larry Mize	United States	68-71=139	–3
T10	Nick Price	Zimbabwe	68-71=139	–3
T10	Bob Tway	United States	67-72=139	–3
