Place	Player	Country	Score	To par
1	Michael Campbell	New Zealand	71-71-65=207	–9
2	Costantino Rocca	Italy	69-70-70=209	–7
3	Steve Elkington	Australia	72-69-69=210	–6
T4	John Daly	United States	67-71-73=211	–5
T4	Ernie Els	South Africa	71-68-72=211	–5
T4	Corey Pavin	United States	69-70-72=211	–5
T4	Katsuyoshi Tomori	Japan	70-68-73=211	–5
T8	Mark Brooks	United States	70-69-73=212	–4
T8	Sam Torrance	Scotland	71-70-71=212	–4
T10	Bob Estes	United States	72-70-71=213	–3
T10	Brad Faxon	United States	71-67-75=213	–3
T10	Barry Lane	England	72-73-68=213	–3
T10	Brett Ogle	Australia	73-69-71=213	–3
T10	Vijay Singh	Fiji	68-72-73=213	–3
T10	Tom Watson	United States	67-76-70=213	–3
