Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
34	January 2	Charlotte	W 103–75 (OT)	Michael Redd (31)	Luc Mbah a Moute (9)	Luke Ridnour (5)	Bradley Center 15,107	16–18
35	January 3	@ Charlotte	L 92–102 (OT)	Richard Jefferson (19)	Richard Jefferson , Charlie Villanueva (7)	Michael Redd (5)	Time Warner Cable Arena 14,201	16–19
36	January 5	Toronto	W 107–97 (OT)	Michael Redd (35)	Luc Mbah a Moute (11)	Ramon Sessions (8)	Bradley Center 12,599	17–19
37	January 7	Philadelphia	L 105–110 (OT)	Richard Jefferson (27)	Charlie Villanueva , Dan Gadzuric (7)	Michael Redd (7)	Bradley Center 13,381	17–20
38	January 9	New Jersey	W 104–102 (OT)	Michael Redd (24)	Luc Mbah a Moute (7)	Ramon Sessions (10)	Bradley Center 15,768	18–20
39	January 10	@ Minnesota	L 104–106 (OT)	Michael Redd (32)	Luke Ridnour (9)	Luke Ridnour (6)	Target Center 15,007	18–21
40	January 12	@ Washington	W 97–91 (OT)	Michael Redd (29)	Andrew Bogut , Luc Mbah a Moute (10)	Luke Ridnour (10)	Verizon Center 13,510	19–21
41	January 14	Miami	L 99–102 (OT)	Luke Ridnour (25)	Andrew Bogut (11)	Joe Alexander (5)	Bradley Center 15,271	19–22
42	January 16	@ Sacramento	W 129–122 (OT)	Michael Redd (44)	Charlie Villanueva (12)	Luke Ridnour (10)	ARCO Arena 11,663	20–22
43	January 17	@ L.A. Clippers	L 92–101 (OT)	Richard Jefferson (26)	Luc Mbah a Moute (6)	Luke Ridnour (8)	Staples Center 16,448	20–23
44	January 19	@ Portland	L 85–102 (OT)	Charlie Villanueva , Richard Jefferson (23)	Charlie Villanueva (10)	Tyronn Lue (4)	Rose Garden 20,580	20–24
45	January 21	Dallas	W 133–99 (OT)	Charlie Villanueva (32)	Charlie Villanueva (10)	Richard Jefferson (8)	Bradley Center 13,898	21–24
46	January 23	@ Atlanta	L 87–117 (OT)	Charlie Villanueva (27)	Luc Mbah a Moute (10)	Tyronn Lue , Michael Redd , Luke Ridnour (4)	Philips Arena 18,556	21–25
47	January 24	Sacramento	W 106–104 (OT)	Richard Jefferson (20)	Francisco Elson (12)	Luke Ridnour (8)	Bradley Center 15,379	22–25
48	January 26	Minnesota	L 83–90 (OT)	Ramon Sessions (18)	Richard Jefferson , Francisco Elson (9)	Luke Ridnour (9)	Bradley Center 12,914	22–26
49	January 28	@ Indiana	L 99–107 (OT)	Charlie Villanueva (28)	Charlie Villanueva (8)	Charlie Villanueva , Luke Ridnour (4)	Conseco Fieldhouse 12,143	22–27
50	January 30	@ Toronto	W 96–85 (OT)	Charlie Villanueva (26)	Charlie Villanueva (13)	Ramon Sessions (6)	Air Canada Centre 18,791	23–27
