Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
44	February 1	Phoenix	W 110–86 (OT)	Walt Williams (33)	Popeye Jones (14)	Damon Stoudamire (13)	SkyDome 19,405	16-28
45	February 3	Boston	L 102–114 (OT)	Damon Stoudamire (26)	Popeye Jones (11)	Damon Stoudamire (10)	SkyDome 15,259	16-29
46	February 5	Cleveland	W 89–84 (OT)	Walt Williams (26)	Clifford Rozier (9)	Damon Stoudamire (10)	SkyDome 16,520	17-29
47	February 11	@ Milwaukee	L 96–101 (OT)	Walt Williams (27)	Popeye Jones (14)	Damon Stoudamire (12)	Bradley Center 13,257	17-30
48	February 12	@ Atlanta	L 84–106 (OT)	Damon Stoudamire , Walt Williams (15)	Clifford Rozier (7)	Damon Stoudamire (3)	Omni Coliseum 13,846	17-31
49	February 14	Milwaukee	L 102–106 (OT)	Marcus Camby (21)	Oliver Miller (12)	Damon Stoudamire (14)	Maple Leaf Gardens 15,193	17-32
50	February 16	Detroit	L 89–92 (OT)	Walt Williams (22)	Clifford Rozier (11)	Damon Stoudamire (15)	Maple Leaf Gardens 15,492	17-33
51	February 17	@ Indiana	L 103–105 (OT)	Damon Stoudamire (23)	Oliver Miller (8)	Damon Stoudamire (11)	Market Square Arena 14,298	17-34
52	February 19	@ San Antonio	W 125–92 (OT)	Damon Stoudamire (21)	Popeye Jones (11)	Damon Stoudamire (9)	Alamodome 13,179	18-34
53	February 20	@ Houston	L 97–107 (OT)	Damon Stoudamire (17)	Popeye Jones (10)	Damon Stoudamire (7)	The Summit 16,285	18-35
54	February 22	@ Dallas	W 99–92 (OT)	Doug Christie (22)	Oliver Miller (8)	Damon Stoudamire (9)	Reunion Arena 16,314	19-35
55	February 25	@ Denver	W 124–122 (OT)	Damon Stoudamire (35)	Popeye Jones (7)	Damon Stoudamire (5)	McNichols Sports Arena 9,225	20-35
56	February 27	@ Utah	L 114–118 (OT)	Walt Williams (32)	Popeye Jones , Carlos Rogers (8)	Damon Stoudamire (8)	Delta Center 19,911	20-36
57	February 28	@ L.A. Clippers	L 92–94 (OT)	Damon Stoudamire (22)	Carlos Rogers (11)	Doug Christie , Damon Stoudamire (5)	Los Angeles Memorial Sports Arena 8,574	20-37
