Place	Player	Country	Score	To par	Money ( $ )
1	Phil Mickelson	United States	67-65-72-72=276	–4	1,170,000
T2	Thomas Bjørn	Denmark	71-71-63-72=277	–3	572,000
T2	Steve Elkington	Australia	68-70-68-71=277	–3	572,000
T4	Davis Love III	United States	68-68-68-74=278	–2	286,000
T4	Tiger Woods	United States	75-69-66-68=278	–2	286,000
T6	Michael Campbell	New Zealand	73-68-69-69=279	–1	201,500
T6	Retief Goosen	South Africa	68-70-69-72=279	–1	201,500
T6	Geoff Ogilvy	Australia	69-69-72-69=279	–1	201,500
T6	Pat Perez	United States	68-71-67-73=279	–1	201,500
T10	Steve Flesch	United States	70-71-69-70=280	E	131,800
T10	Dudley Hart	United States	70-73-66-71=280	E	131,800
T10	Ted Purdy	United States	69-75-70-66=280	E	131,800
T10	Vijay Singh	Fiji	70-67-69-74=280	E	131,800
T10	David Toms	United States	71-72-69-68=280	E	131,800
