Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
2	November 2	@ New Jersey	W 106–69 (OT)	Andrea Bargnani (21)	Andrea Bargnani , Carlos Delfino (6)	José Calderón (8)	Izod Center 14,980	2–0
3	November 4	Boston	L 95–98 (OT)	T. J. Ford (32)	Chris Bosh (10)	T. J. Ford (5)	Air Canada Centre 19,800	2–1
4	November 6	@ Milwaukee	L 85–112 (OT)	Juan Dixon (20)	Kris Humphries (9)	José Calderón (8)	Bradley Center 13,495	2–2
5	November 7	Orlando	L 96–105 (OT)	Chris Bosh (26)	Chris Bosh (10)	T. J. Ford (8)	Air Canada Centre 17,977	2–3
6	November 9	@ Philadelphia	W 105–103 (OT)	Chris Bosh (24)	Chris Bosh (10)	José Calderón (7)	Wachovia Center 10,886	3–3
7	November 10	@ Chicago	W 101–71 (OT)	Carlos Delfino (16)	Radoslav Nesterović (8)	T. J. Ford (14)	United Center 22,467	4–3
8	November 14	Utah	L 88–92 (OT)	Anthony Parker (19)	Kris Humphries (14)	T. J. Ford (8)	Air Canada Centre 17,337	4–4
9	November 16	Indiana	W 110–101 (OT)	Chris Bosh (22)	Jamario Moon (7)	José Calderón (10)	Air Canada Centre 19,800	5–4
10	November 18	Golden State	L 100–106 (OT)	T. J. Ford (29)	Chris Bosh (11)	T. J. Ford (9)	Air Canada Centre 19,800	5–5
11	November 20	@ Dallas	L 99–105 (OT)	Chris Bosh (31)	Chris Bosh , Jamario Moon (12)	José Calderón (6)	American Airlines Center 20,272	5–6
12	November 21	@ Memphis	W 95–89 (OT)	Chris Bosh (22)	Chris Bosh (19)	José Calderón (8)	FedExForum 12,217	6–6
13	November 24	@ Cleveland	L 108–111 (OT)	Chris Bosh (41)	Anthony Parker (7)	José Calderón (13)	Quicken Loans Arena 20,018	6–7
14	November 25	Chicago	W 93–78 (OT)	José Calderón (19)	Chris Bosh (13)	José Calderón (14)	Air Canada Centre 19,800	7–7
15	November 28	Memphis	W 103–91 (OT)	Anthony Parker (19)	Jamario Moon , Anthony Parker (8)	José Calderón (10)	Air Canada Centre 18,906	8–7
