Date	Opponent	Score	Loss	Attendance	Record
August 1	@ Orioles	12–10	Jones (0–4)	41,394	39–48
August 2	@ Orioles	1–0	Menhart (1–2)	40,023	39–49
August 3	@ Orioles	8 – 2 (10)	Clark (1–2)	43,325	40–49
August 4	Red Sox	7–1	Rogers (0–1)	40,137	40–50
August 5	Red Sox	9–3	Hentgen (8–9)	41,454	40–51
August 6	Red Sox	6–4	Hurtado (3–1)	38,194	40–52
August 7	Red Sox	5 – 4 (10)	Crabtree (0–2)	42,135	40–53
August 8	@ Brewers	6 – 5 (11)	Rogers (0–2)	18,222	40–54
August 9	@ Brewers	12–7	Guzman (3–9)	18,417	40–55
August 10	@ Brewers	8–4	Sparks (7–6)	17,661	41–55
August 11	@ Rangers	14–5	Pavlik (6–7)	31,269	42–55
August 12	@ Rangers	6–3	Leiter (7–7)	40,040	42–56
August 13	@ Rangers	6–1	Carrara (1–1)	25,308	42–57
August 15	@ Tigers	11–5	Hentgen (9–10)	19,173	42–58
August 16	@ Tigers	7–4	Maxcy (4–3)	17,551	43–58
August 17	@ Tigers	3–0	Lima (1–4)	14,629	44–58
August 18	Royals	10–3	Carrara (1–2)	41,168	44–59
August 19	Royals	5 – 4 (13)	Montgomery (1–2)	40,128	45–59
August 20	Royals	4–3	Olson (1–1)	39,103	46–59
August 21	Indians	7–3	Hurtado (5–2)	39,187	46–60
August 22	Indians	5–4	Tavárez (8–2)	39,293	47–60
August 23	Indians	6–5	Carrara (1–3)	41,169	47–61
August 25	White Sox	8–7	Hentgen (9–11)	38,684	47–62
August 26	White Sox	3–2	Hernández (2–7)	45,624	48–62
August 27	White Sox	2–1	Righetti (3–2)	40,179	49–62
August 28	@ Indians	9–1	Carrara (1–4)	40,283	49–63
August 29	@ Indians	4–1	Guzman (3–10)	41,257	49–64
August 30	@ Indians	4 – 3 (14)	Castillo (1–3)	41,807	49–65
August 31	@ Indians	6 – 4 (10)	Rogers (2–3)	41,746	49–66
