Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 2	Atlanta Hawks	L 88–100 (OT)	J. J. Hickson (31)	Anderson Varejão (12)	Anderson Varejão , Ramon Sessions (3)	Quicken Loans Arena 20,562	1–3
5	November 5	@ Philadelphia 76ers	W 123–116 (OT)	Anderson Varejão (23)	Anderson Varejão (12)	Mo Williams (7)	Wells Fargo Center 10,589	2–3
6	November 6	@ Washington Wizards	W 107–102 (OT)	Mo Williams (28)	Anderson Varejão (11)	Jamario Moon (5)	Verizon Center 14,442	3–3
7	November 9	@ New Jersey Nets	W 93–91 (OT)	J. J. Hickson (18)	J. J. Hickson (10)	Mo Williams (7)	Prudential Center 10,188	4–3
8	November 10	New Jersey Nets	L 87–95 (OT)	J. J. Hickson (15)	Antawn Jamison (9)	Anthony Parker , Daniel Gibson (5)	Quicken Loans Arena 20,562	4–4
9	November 13	Indiana Pacers	L 85–99 (OT)	Antawn Jamison (19)	Antawn Jamison (9)	Ramon Sessions (5)	Quicken Loans Arena 20,562	4–5
10	November 16	Philadelphia 76ers	W 101–93 (OT)	Daniel Gibson (18)	Jamario Moon (8)	Ramon Sessions , Daniel Gibson (8)	Quicken Loans Arena 20,562	5–5
11	November 19	@ New Orleans Hornets	L 101–108 (OT)	Antawn Jamison (20)	Anderson Varejão (13)	Ramon Sessions (5)	New Orleans Arena 14,755	5–6
12	November 20	@ San Antonio Spurs	L 92–116 (OT)	Mo Williams (21)	Anderson Varejão (9)	Mo Williams (6)	AT&T Center 16,982	5–7
13	November 23	@ Indiana Pacers	L 89–100 (OT)	Daniel Gibson , Ramon Sessions (15)	Anderson Varejão , Antawn Jamison (10)	Ramon Sessions (5)	Conseco Fieldhouse 12,629	5–8
14	November 24	Milwaukee Bucks	W 83–81 (OT)	Mo Williams (25)	Anderson Varejão (13)	Mo Williams , Ramon Sessions (5)	Quicken Loans Arena 20,562	6–8
15	November 26	@ Orlando Magic	L 100–111 (OT)	Antawn Jamison (22)	Antawn Jamison (7)	Mo Williams (8)	Amway Center 18,846	6–9
16	November 27	Memphis Grizzlies	W 92–86 (OT)	Mo Williams (25)	Anderson Varejão (11)	Mo Williams (12)	Quicken Loans Arena 20,562	7–9
