Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
17	December 2	L.A. Clippers	W 100–98 (OT)	Dirk Nowitzki (29)	Dirk Nowitzki (10)	Jason Kidd (8)	American Airlines Center 19,670	9–8
18	December 4	Phoenix	W 112–97 (OT)	Dirk Nowitzki (39)	Erick Dampier (14)	Jason Kidd (8)	American Airlines Center 19,813	10–8
19	December 6	Atlanta	W 100–98 (OT)	Dirk Nowitzki (24)	Dirk Nowitzki , Erick Dampier (11)	Jason Kidd (8)	American Airlines Center 19,966	11–8
20	December 9	San Antonio	L 126–133 (2OT)	Dirk Nowitzki (35)	Dirk Nowitzki (10)	Jason Kidd (12)	American Airlines Center 19,937	11–9
21	December 11	Charlotte	W 95–90 (OT)	Jason Terry (26)	Dirk Nowitzki (13)	Jason Kidd (7)	American Airlines Center 19,736	12–9
22	December 13	Oklahoma City	W 103–99 (OT)	Dirk Nowitzki (46)	Brandon Bass (9)	Jason Kidd (7)	American Airlines Center 20,190	13–9
23	December 15	Denver	L 88–98 (OT)	Dirk Nowitzki (27)	Erick Dampier (15)	José Juan Barea (9)	American Airlines Center 19,969	13–10
24	December 17	@ Toronto	W 96–86 (OT)	Jason Terry , Dirk Nowitzki (27)	Dirk Nowitzki (10)	Jason Terry (8)	Air Canada Centre 18,832	14–10
25	December 19	@ New Jersey	L 97–121 (OT)	Dirk Nowitzki (24)	Erick Dampier (7)	Jason Kidd (7)	Izod Center 9,889	14–11
26	December 21	@ Washington	W 97–86 (OT)	Jason Terry (25)	James Singleton (13)	Jason Kidd (11)	Verizon Center 15,582	15–11
27	December 23	Memphis	W 100–82 (OT)	Dirk Nowitzki (21)	Erick Dampier (9)	Jason Kidd (11)	American Airlines Center 20,200	16–11
28	December 25	@ Portland	W 102–94 (OT)	Dirk Nowitzki (30)	Jason Kidd (12)	Jason Kidd (10)	Rose Garden 20,643	17–11
29	December 26	@ Utah	L 88–97 (OT)	Jason Terry (26)	Jason Kidd , Dirk Nowitzki , Erick Dampier (8)	Jason Kidd (9)	EnergySolutions Arena 19,911	17–12
30	December 28	@ L.A. Clippers	W 98–76 (OT)	Josh Howard (29)	Brandon Bass , Josh Howard , Erick Dampier (9)	Josh Howard (7)	Staples Center 16,685	18–12
