Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
47	February 3	Boston	L 99–100 (OT)	Andre Iguodala (22)	Reggie Evans (10)	Andre Miller (7)	Wachovia Center 16,831	23–24
48	February 5	Indiana	W 99–94 (OT)	Willie Green (23)	Samuel Dalembert (20)	Andre Miller (12)	Wachovia Center 10,699	24–24
49	February 7	Miami	W 94–84 (OT)	Andre Miller , Marreese Speights (15)	Samuel Dalembert (10)	Andre Miller , Andre Iguodala (5)	Wachovia Center 17,216	25–24
50	February 9	Phoenix	W 108–91 (OT)	Thaddeus Young (25)	Samuel Dalembert (11)	Andre Iguodala (7)	Wachovia Center 16,797	26–24
51	February 11	Memphis	W 91–87 (OT)	Andre Miller (24)	Samuel Dalembert (7)	Andre Miller (9)	Wachovia Center 12,812	27–24
52	February 17	@ Indiana	L 91–100 (OT)	Andre Iguodala (20)	Reggie Evans (11)	Andre Iguodala (9)	Conseco Fieldhouse 13,259	27–25
53	February 18	Denver	L 89–101 (OT)	Andre Miller (17)	Samuel Dalembert , Marreese Speights (10)	Andre Iguodala (4)	Wachovia Center 15,979	27–26
54	February 21	@ Miami	L 91–97 (OT)	Andre Miller (30)	Andre Miller (9)	Andre Iguodala (8)	American Airlines Arena 19,600	27–27
55	February 23	@ New Jersey	L 96–98 (OT)	Andre Iguodala (21)	Samuel Dalembert (10)	Andre Miller (10)	Izod Center 13,236	27–28
56	February 25	@ Washington	W 106–98 (OT)	Andre Iguodala (22)	Samuel Dalembert (13)	Andre Iguodala (11)	Verizon Center 16,505	28–28
57	February 27	@ New York	W 108–103 (OT)	Andre Miller (25)	Samuel Dalembert (14)	Andre Miller (6)	Madison Square Garden 19,763	29–28
