Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
48	February 2	@ Miami	L 95–119 (OT)	Zach Randolph (21)	Al Thornton , Marcus Camby (7)	Baron Davis (9)	American Airlines Arena 15,985	10–38
49	February 4	@ Orlando	L 96–125 (OT)	Al Thornton (27)	Marcus Camby (9)	Fred Jones (6)	Amway Arena 16,101	10–39
50	February 6	@ Memphis	W 126–105 (OT)	Zach Randolph (35)	Marcus Camby (11)	Baron Davis (8)	FedExForum 10,912	11–39
51	February 7	@ Atlanta	W 121–97 (OT)	Al Thornton (31)	Zach Randolph (9)	Fred Jones (9)	Philips Arena 18,729	12–39
52	February 9	@ Charlotte	L 73–94 (OT)	Zach Randolph (20)	Marcus Camby (11)	Baron Davis (8)	Time Warner Cable Arena 10,852	12–40
53	February 11	New York	W 128–124 (OT)	Eric Gordon (30)	Zach Randolph (15)	Baron Davis (20)	Staples Center 16,928	13–40
54	February 17	@ Phoenix	L 100–140 (OT)	Eric Gordon (24)	DeAndre Jordan (7)	Baron Davis (6)	US Airways Center 18,422	13–41
55	February 18	Phoenix	L 119–142 (OT)	Al Thornton (33)	DeAndre Jordan (11)	Baron Davis (7)	Staples Center 18,169	13–42
56	February 22	@ Portland	L 87–116 (OT)	Eric Gordon (21)	DeAndre Jordan (12)	Baron Davis (6)	Rose Garden 20,447	13–43
57	February 23	Golden State	W 118–105 (OT)	Zach Randolph , Eric Gordon (27)	Zach Randolph (11)	Baron Davis (10)	Staples Center 15,383	14–43
58	February 25	Boston	W 93–91 (OT)	Zach Randolph (30)	Zach Randolph (12)	Mardy Collins , Baron Davis (5)	Staples Center 18,609	15–43
59	February 27	@ Sacramento	L 86–98 (OT)	Steve Novak , Baron Davis (13)	Marcus Camby (13)	Mike Taylor (5)	ARCO Arena 12,846	15–44
60	February 28	Charlotte	L 95–100 (OT)	Zach Randolph (33)	Marcus Camby (13)	Baron Davis , Ricky Davis (6)	Staples Center 16,349	15–45
