Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
2	November 1	@ Minnesota	W 95–85 (OT)	Dirk Nowitzki (21)	Jason Kidd (9)	Jason Kidd (7)	Target Center 16,893	1–1
3	November 3	Cleveland	L 81–100 (OT)	Josh Howard (18)	DeSagana Diop (9)	Jason Kidd (6)	American Airlines Center 19,923	1–2
4	November 4	@ San Antonio	W 98–81 (OT)	Dirk Nowitzki (30)	Josh Howard (12)	Jason Kidd (10)	AT&T Center 17,398	2–2
5	November 7	@ Denver	L 105–108 (OT)	Dirk Nowitzki (23)	Dirk Nowitzki , Jason Kidd , Brandon Bass (10)	Jason Kidd (9)	Pepsi Center 19,175	2–3
6	November 9	@ L.A. Clippers	L 92–103 (OT)	Dirk Nowitzki (33)	Gerald Green (12)	Jason Kidd (9)	Staples Center 14,249	2–4
7	November 11	L.A. Lakers	L 99–106 (OT)	Jason Terry (21)	Erick Dampier (16)	Jason Kidd (10)	American Airlines Center 20,391	2–5
8	November 13	@ Chicago	L 91–98 (OT)	Josh Howard (21)	Erick Dampier (18)	Dirk Nowitzki (5)	United Center 21,751	2–6
9	November 14	Orlando	L 100–102 (OT)	Josh Howard (25)	Josh Howard , Erick Dampier (9)	Jason Kidd (6)	American Airlines Center 20,085	2–7
10	November 16	@ New York	W 124–114 (OT)	Dirk Nowitzki (39)	Dirk Nowitzki (15)	Jason Kidd (9)	Madison Square Garden 19,271	3–7
11	November 18	@ Charlotte	W 100–83 (OT)	Dirk Nowitzki (32)	Erick Dampier (11)	Jason Kidd (10)	Time Warner Cable Arena 10,935	4–7
12	November 19	@ Houston	W 96–86 (OT)	Jason Terry (31)	Dirk Nowitzki (12)	Jason Kidd (7)	Toyota Center 18,203	5–7
13	November 21	Memphis	W 91–76 (OT)	Dirk Nowitzki (25)	Jason Kidd (13)	Jason Kidd (6)	American Airlines Center 20,035	6–7
14	November 25	Indiana	W 109–106 (OT)	Jason Terry (29)	Dirk Nowitzki (12)	Jason Kidd (13)	American Airlines Center 19,996	7–7
15	November 28	@ L.A. Lakers	L 107–114 (OT)	Jason Terry (29)	Dirk Nowitzki (12)	Jason Kidd (11)	Staples Center 18,997	7–8
16	November 29	@ Sacramento	W 101–78 (OT)	Jason Terry (24)	Erick Dampier (13)	Jason Kidd (8)	ARCO Arena 12,650	8–8
