Place	Player	Country	Score	To par	Money ( $ )
1	Charles Coody	United States	66-73-70-70=279	–9	25,000
T2	Johnny Miller	United States	72-73-68-68=281	–7	17,500
T2	Jack Nicklaus	United States	70-71-68-72=281	–7	17,500
T4	Don January	United States	69-69-73-72=283	–5	9,050
T4	Gene Littler	United States	72-69-73-69=283	–5	9,050
T6	Gary Player	South Africa	72-72-71-69=284	–4	5,600
T6	Ken Still	United States	72-71-72-69=284	–4	5,600
T6	Tom Weiskopf	United States	71-69-72-72=284	–4	5,600
T9	Frank Beard	United States	74-73-69-70=286	–2	3,767
T9	Roberto DeVicenzo	Argentina	76-69-72-69=286	–2	3,767
T9	Dave Stockton	United States	72-73-69-72=286	–2	3,767
