Year	Governor	Lieutenant Governor	Secretary of State	Attorney General	Treasurer	State Senate	State Assembly	U.S. Senator (Class I)	U.S. Senator (Class III)	U.S. House	Electoral College votes
2000	Tommy Thompson (R)	Scott McCallum (R)	Doug LaFollette (D)	Jim Doyle (D)	Jack Voight (R)	17D, 16R	55R, 44D	Herb Kohl (D)	Russ Feingold (D)	5D, 4R	Gore / Lieberman (D)
2001	Scott McCallum (R)	Margaret Farrow (R)	Doug LaFollette (D)	Jim Doyle (D)	Jack Voight (R)	18D, 15R	56R, 43D	Herb Kohl (D)	Russ Feingold (D)	5D, 4R	Gore / Lieberman (D)
2002	Scott McCallum (R)	Margaret Farrow (R)	Doug LaFollette (D)	Jim Doyle (D)	Jack Voight (R)	18D, 15R	56R, 43D	Herb Kohl (D)	Russ Feingold (D)	5D, 4R	Gore / Lieberman (D)
2003	Jim Doyle (D)	Barbara Lawton (D)	Doug LaFollette (D)	Peggy Lautenschlager (D)	Jack Voight (R)	18R, 15D	58R, 41D	Herb Kohl (D)	Russ Feingold (D)	4R, 4D	Gore / Lieberman (D)
2004	Jim Doyle (D)	Barbara Lawton (D)	Doug LaFollette (D)	Peggy Lautenschlager (D)	Jack Voight (R)	18R, 15D	58R, 41D	Herb Kohl (D)	Russ Feingold (D)	4R, 4D	Kerry / Edwards (D)
2005	Jim Doyle (D)	Barbara Lawton (D)	Doug LaFollette (D)	Peggy Lautenschlager (D)	Jack Voight (R)	19R, 14D	60R, 39D	Herb Kohl (D)	Russ Feingold (D)	4R, 4D	Kerry / Edwards (D)
2006	Jim Doyle (D)	Barbara Lawton (D)	Doug LaFollette (D)	Peggy Lautenschlager (D)	Jack Voight (R)	19R, 14D	60R, 39D	Herb Kohl (D)	Russ Feingold (D)	4R, 4D	Kerry / Edwards (D)
2007	Jim Doyle (D)	Barbara Lawton (D)	Doug LaFollette (D)	J. B. Van Hollen (R)	Dawn Marie Sass (D)	18D, 15R	52R, 47D	Herb Kohl (D)	Russ Feingold (D)	5D, 3R	Kerry / Edwards (D)
2008	Jim Doyle (D)	Barbara Lawton (D)	Doug LaFollette (D)	J. B. Van Hollen (R)	Dawn Marie Sass (D)	18D, 15R	52R, 47D	Herb Kohl (D)	Russ Feingold (D)	5D, 3R	Obama / Biden (D)
2009	Jim Doyle (D)	Barbara Lawton (D)	Doug LaFollette (D)	J. B. Van Hollen (R)	Dawn Marie Sass (D)	18D, 15R	52D, 46R, 1I	Herb Kohl (D)	Russ Feingold (D)	5D, 3R	Obama / Biden (D)
2010	Jim Doyle (D)	Barbara Lawton (D)	Doug LaFollette (D)	J. B. Van Hollen (R)	Dawn Marie Sass (D)	18D, 15R	52D, 46R, 1I	Herb Kohl (D)	Russ Feingold (D)	5D, 3R	Obama / Biden (D)
2011	Scott Walker (R)	Rebecca Kleefisch (R)	Doug LaFollette (D)	J. B. Van Hollen (R)	Kurt W. Schuller (R)	19R, 14D	59R, 39D, 1I	Herb Kohl (D)	Ron Johnson (R)	5R, 3D	Obama / Biden (D)
2011	Scott Walker (R)	Rebecca Kleefisch (R)	Doug LaFollette (D)	J. B. Van Hollen (R)	Kurt W. Schuller (R)	17R, 16D	59R, 39D, 1I	Herb Kohl (D)	Ron Johnson (R)	5R, 3D	Obama / Biden (D)
2012	Scott Walker (R)	Rebecca Kleefisch (R)	Doug LaFollette (D)	J. B. Van Hollen (R)	Kurt W. Schuller (R)	17D, 16R	59R, 39D, 1I	Herb Kohl (D)	Ron Johnson (R)	5R, 3D	Obama / Biden (D)
2013	Scott Walker (R)	Rebecca Kleefisch (R)	Doug LaFollette (D)	J. B. Van Hollen (R)	Kurt W. Schuller (R)	18R, 15D	60R, 39D	Tammy Baldwin (D)	Ron Johnson (R)	5R, 3D	Obama / Biden (D)
Year	Governor	Lieutenant Governor	Secretary of State	Attorney General	Treasurer	State Senate	State Assembly	U.S. Senator (Class I)	U.S. Senator (Class III)	U.S. House	Electoral College votes
