Date	Opponent	Score	Loss	Attendance	Record
August 1	@ Indians	5 - 3	Lopez (1-3)	42,249	50-58
August 2	Angels	9 - 2	Finley (11-9)	30,261	51-58
August 3	Angels	11 - 6	Castillo (2-3)	32,139	51-59
August 4	Angels	7 - 1	Abbott (1-14)	30,253	52-59
August 5	@ Red Sox	3 - 1	Guzmán (9-7)	23,884	52-60
August 6	@ Red Sox	3 - 2	Hanson (10-13)	25,264	52-61
August 7	@ Red Sox	8 - 0	Hentgen (13-7)	30,443	52-62
August 8	@ Red Sox	9 - 6	Sele (5-9)	32,696	53-62
August 9	Rangers	5 - 4	Quantrill (4-11)	33,535	53-63
August 10	Rangers	12 - 1	Guzmán (9-8)	34,109	53-64
August 11	Rangers	6 - 0	Hanson (10-14)	32,162	53-65
August 12	Red Sox	5 - 1	Gordon (9-6)	33,250	54-65
August 13	Red Sox	7 - 5	Williams (1-1)	30,502	54-66
August 14	Red Sox	8 - 6	Crabtree (5-3)	32,354	54-67
August 16	@ Twins	5 - 4 (10)	Quantrill (4-12)	19,838	54-68
August 17	@ Twins	11 - 1	Hanson (10-15)	20,354	54-69
August 18	@ Twins	6 - 2	Aguilera (6-5)	18,010	55-69
August 19	@ Royals	2 - 1	Rosado (4-3)	16,862	56-69
August 20	@ Royals	6 - 5 (14)	Huisman (0-1)	14,568	57-69
August 21	@ Royals	6 - 2	Haney (9-12)	12,238	58-69
August 22	@ White Sox	1 - 0 (7)	Fernandez (12-8)	22,394	59-69
August 23	@ White Sox	4 - 2	Ruffcorn (0-1)	19,132	60-69
August 24	@ White Sox	9 - 2	Baldwin (9-4)	29,413	61-69
August 25	@ White Sox	10 - 9 (10)	Timlin (1-5)	19,647	61-70
August 26	Twins	5 - 3	Radke (8-14)	31,134	62-70
August 27	Twins	6 - 4 (11)	Quantrill (4-13)	30,033	62-71
August 28	Twins	6 - 1	Aguilera (7-6)	30,106	63-71
August 30	White Sox	11 - 2	Williams (2-2)	30,072	63-72
August 31	White Sox	5 - 1	Flener (2-1)	32,141	63-73
