Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
46	February 1	L.A. Lakers	L 101–121 (OT)	Andrea Bargnani (28)	Chris Bosh (15)	Juan Dixon (6)	Air Canada Centre 19,800	25–21
47	February 4	@ Miami	W 114–82 (OT)	Chris Bosh (24)	Jamario Moon (9)	José Calderón (10)	American Airlines Arena 19,600	26–21
48	February 8	L.A. Clippers	L 98–102 (OT)	Chris Bosh (29)	Chris Bosh (12)	José Calderón (14)	Air Canada Centre 19,800	26–22
49	February 10	@ Minnesota	W 105–82 (OT)	Andrea Bargnani (16)	Chris Bosh , Carlos Delfino (9)	T. J. Ford (13)	Target Center 13,785	27–22
50	February 11	San Antonio	L 88–93 (OT)	José Calderón (27)	Chris Bosh , Carlos Delfino , Jamario Moon (8)	José Calderón (6)	Air Canada Centre 19,800	27–23
51	February 13	New Jersey	W 109–91 (OT)	Chris Bosh (27)	Chris Bosh , Carlos Delfino (9)	José Calderón (12)	Air Canada Centre 19,800	28–23
52	February 20	Orlando	W 127–110 (OT)	Chris Bosh (40)	Jamario Moon (12)	José Calderón (13)	Air Canada Centre 19,800	29–23
53	February 22	@ New York	L 99–103 (OT)	Chris Bosh (23)	Chris Bosh , Jamario Moon (8)	José Calderón (6)	Madison Square Garden 19,763	29–24
54	February 24	New York	W 115–92 (OT)	Andrea Bargnani (25)	Jamario Moon , Radoslav Nesterović (8)	José Calderón (7)	Air Canada Centre 19,800	30–24
55	February 25	@ Indiana	W 102–98 (OT)	Chris Bosh (24)	Anthony Parker (11)	T. J. Ford (7)	Conseco Fieldhouse 10,468	31–24
56	February 27	Minnesota	W 107–85 (OT)	Chris Bosh (28)	Chris Bosh , Jamario Moon (7)	José Calderón (7)	Air Canada Centre 18,325	32–24
