Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
61	March 2	San Antonio	L 78–106 (OT)	Fred Jones , Al Thornton (14)	Mike Taylor , Marcus Camby (8)	Baron Davis (8)	Staples Center 17,649	15–46
62	March 4	Memphis	L 95–118 (OT)	Al Thornton (25)	DeAndre Jordan (9)	Baron Davis (7)	Staples Center 13,813	15–47
63	March 7	Indiana	L 105–106 (OT)	Eric Gordon (35)	DeAndre Jordan (11)	Eric Gordon (6)	Staples Center 16,518	15–48
64	March 10	Cleveland	L 83–87 (OT)	Al Thornton , Zach Randolph (20)	Zach Randolph (12)	Baron Davis , Zach Randolph (6)	Staples Center 19,060	15–49
65	March 14	@ Denver	L 94–107 (OT)	Al Thornton (19)	Al Thornton , Marcus Camby , Chris Kaman (7)	Baron Davis (10)	Pepsi Center 18,676	15–50
66	March 15	New Jersey	W 107–105 (OT)	Steve Novak (21)	Al Thornton , Chris Kaman (8)	Baron Davis (10)	Staples Center 18,266	16–50
67	March 17	@ Golden State	L 120–127 (OT)	Baron Davis (29)	Zach Randolph , Marcus Camby (11)	Baron Davis (7)	Oracle Arena 18,223	16–51
68	March 18	Washington	W 123–108 (OT)	Eric Gordon (26)	Baron Davis , Zach Randolph (8)	Baron Davis (20)	Staples Center 15,123	17–51
69	March 20	@ Detroit	L 90–108 (OT)	Eric Gordon (22)	Chris Kaman (8)	Baron Davis (8)	The Palace of Auburn Hills 22,076	17–52
70	March 22	@ Toronto	L 76–100 (OT)	Zach Randolph (20)	Zach Randolph , Marcus Camby (7)	Baron Davis (4)	Air Canada Centre 17,610	17–53
71	March 23	@ Boston	L 77–90 (OT)	Zach Randolph (17)	Zach Randolph (14)	Baron Davis (8)	TD Banknorth Garden 18,624	17–54
72	March 25	@ New York	W 140–135 (OT)	Mike Taylor (35)	Al Thornton (9)	Baron Davis (6)	Madison Square Garden 19,041	18–54
73	March 27	@ San Antonio	L 98–111 (OT)	Mike Taylor (23)	Alex Acker (8)	Eric Gordon (4)	AT&T Center 18,797	18–55
74	March 28	@ Houston	L 93–110 (OT)	Eric Gordon (17)	Zach Randolph (8)	Mike Taylor (6)	Toyota Center 18,267	18–56
