Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
13	March 1	@ Charlotte	L 88–91 (OT)	Dee Brown , Vince Carter , Doug Christie (15)	John Wallace (10)	Alvin Williams (6)	Charlotte Coliseum 18,039	4-9
14	March 4	@ Atlanta	W 86–77 (OT)	Dee Brown (16)	Tracy McGrady , Charles Oakley (8)	Doug Christie , Kevin Willis (4)	Alexander Memorial Coliseum 7,877	5-9
15	March 5	Orlando	L 84–89 (OT)	Kevin Willis (21)	Kevin Willis (14)	Tracy McGrady , Alvin Williams (6)	Air Canada Centre 15,601	5-10
16	March 7	Boston	W 105–92 (OT)	Vince Carter (26)	Charles Oakley (13)	Doug Christie (7)	Air Canada Centre 16,635	6-10
17	March 11	@ Miami	L 73–83 (OT)	John Wallace (20)	John Wallace (7)	Charles Oakley (3)	Miami Arena 14,911	6-11
18	March 13	@ Atlanta	L 75–86 (OT)	Doug Christie (21)	Vince Carter (9)	Doug Christie (4)	Alexander Memorial Coliseum 8,456	6-12
19	March 15	Charlotte	W 89–82 (OT)	Doug Christie (18)	Charles Oakley (10)	Doug Christie (5)	Air Canada Centre 15,329	7-12
20	March 16	New Jersey	W 100–85 (OT)	Vince Carter (20)	Vince Carter (15)	Dee Brown (5)	Air Canada Centre 15,731	8-12
21	March 17	@ Detroit	W 103–101 (OT)	Vince Carter (28)	Tracy McGrady (7)	Tracy McGrady (5)	The Palace of Auburn Hills 14,981	9-12
22	March 19	L.A. Clippers	W 93–82 (OT)	Vince Carter (26)	Tracy McGrady (12)	Dee Brown , Alvin Williams (5)	Air Canada Centre 18,839	10-12
23	March 21	New York	W 85–81 (OT)	Vince Carter (23)	Vince Carter , Charles Oakley (12)	Charles Oakley (4)	Air Canada Centre 19,266	11-12
24	March 22	@ New Jersey	L 87–106 (OT)	John Wallace (19)	John Wallace (7)	Vince Carter , Charles Oakley (3)	Continental Airlines Arena 14,697	11-13
25	March 23	@ Chicago	W 113–90 (OT)	Dee Brown (25)	Vince Carter (11)	Doug Christie (8)	United Center 22,236	12-13
26	March 25	@ Houston	L 104–113 (OT)	Vince Carter (32)	Charles Oakley (8)	Vince Carter (6)	Compaq Center 16,285	12-14
27	March 26	@ San Antonio	W 93–91 (OT)	Dee Brown (23)	Charles Oakley , Kevin Willis (7)	Doug Christie , Charles Oakley (5)	Alamodome 16,290	13-14
28	March 28	Chicago	W 91–78 (OT)	Vince Carter (22)	Charles Oakley (13)	Doug Christie (6)	Air Canada Centre 18,461	14-14
