Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
17	December 1	Boston	L 90–108 (OT)	Nazr Mohammed (16)	Gerald Wallace (8)	Raymond Felton (5)	Time Warner Cable Arena 15,129	7-10
18	December 4	@ New Jersey	L 91–97 (OT)	Stephen Jackson , Raymond Felton (28)	Gerald Wallace (20)	Boris Diaw (6)	Izod Center 12,131	7-11
19	December 5	Philadelphia	W 106–105 (OT)	Boris Diaw (28)	Gerald Wallace (14)	Raymond Felton (8)	Time Warner Cable Arena 13,352	8-11
20	December 8	Denver	W 107–95 (OT)	Stephen Jackson , Gerald Wallace (25)	Gerald Wallace (16)	Stephen Jackson (6)	Time Warner Cable Arena 14,127	9-11
21	December 11	@ San Antonio	L 85–104 (OT)	Stephen Jackson (23)	Gerald Wallace (6)	Raymond Felton (5)	AT&T Center 17,508	9-12
22	December 12	@ Dallas	L 97–98 (OT)	Stephen Jackson (28)	Gerald Wallace (16)	Raymond Felton (8)	American Airlines Center 20,151	9-13
23	December 15	New York	W 94–87 (OT)	Stephen Jackson (24)	Tyson Chandler (12)	Raymond Felton (6)	Time Warner Cable Arena 13,606	10-13
24	December 16	@ Indiana	L 98–101 (OT)	Gerald Wallace (29)	Tyson Chandler (13)	D.J. Augustin (6)	Conseco Fieldhouse 11,888	10-14
25	December 19	Utah	L 102–110 (OT)	Gerald Wallace (30)	Gerald Wallace (13)	Gerald Wallace , Boris Diaw (5)	Time Warner Cable Arena 14,963	10-15
26	December 20	@ New York	L 94–98 (OT)	Raymond Felton (27)	Tyson Chandler (14)	Raymond Felton (7)	Madison Square Garden 18,767	10-16
27	December 22	Detroit	W 88–76 (OT)	Gerald Wallace (29)	Gerald Wallace (12)	Raymond Felton (8)	Time Warner Cable Arena 16,864	11-16
28	December 26	@ Oklahoma City	L 91–98 (OT)	Stephen Jackson (24)	Stephen Jackson , Nazr Mohammed (8)	Stephen Jackson , Raymond Felton (5)	Ford Center 17,961	11-17
29	December 28	Milwaukee	W 94–84 (OT)	Gerald Wallace (21)	Gerald Wallace (14)	Boris Diaw (5)	Time Warner Cable Arena 15,473	12-17
