Res.	Record	Opponent	Method	Event	Round	Time	Location
Win	18-8	Scott Catlin	Submission (Armbar)	Bamma USA: Bad Beat 9	2	2:13	Commerce, California , United States
Loss	17–8	Scott Catlin	TKO (punches)	Bamma USA: Bad Beat 5	2	0:36	Anaheim, California , United States
Loss	17–7	Paul Taylor	KO (head kick and punches)	UFC 126	2	1:42	Las Vegas, Nevada , United States
Loss	17–6	Joe Lauzon	Submission (armbar)	UFC 118	1	2:01	Boston, Massachusetts , United States
Win	17–5	Lenny Lovato	TKO (punches)	Tachi Palace Fights 5	1	3:25	Lemoore, California , United States
Win	16–5	Dominique Robinson	Submission (rear naked choke)	Tachi Palace Fights 3	2	4:49	Lemoore, California , United States
Win	15–5	Wander Braga	Submission (guillotine choke)	Call to Arms: Called Out Fights	2	0:58	Ontario, California , United States
Win	14–5	Adam Lehman	Submission (rear naked choke)	Fight Circuit MMA: Victorious	1	2:19	Adelanto, California , United States
Win	13–5	Darren Crisp	Submission (guillotine choke)	PFC 13: Validation	1	1:03	Lemoore, California , United States
Win	12–5	Max Son	Submission (rear naked choke)	Gladiator Challenge: Warriors	1	0:24	Pauma Valley, California , United States
Loss	11–5	Justin Wilcox	Decision	JG and TKT Promotions: Fighting 4 Kidz	3	N/A	Santa Monica, California , United States
Loss	11–4	Akbarh Arreola	Submission (kimura)	MMA Xtreme 15	1	2:03	Mexico City
Win	11–3	George Kassimatis	Submission (guillotine choke)	Ringside Ticket	1	3:51	Highland, California , United States
Loss	10–3	Melvin Guillard	KO (punch to the body)	UFC 63	2	1:01	Anaheim, California , United States
Win	10–2	Savant Young	Submission (armbar)	PF 1: The Beginning	3	1:29	Hollywood, California , United States
Loss	9–2	Hermes França	KO (punches)	WEC 19	1	0:36	Lemoore, California , United States
Win	9–1	Sam Wells	Decision (unanimous)	WEC 17	3	5:00	Lemoore, California , United States
Win	8–1	Bobir Hasanov	Submission (armbar)	King of the Cage	1	0:23	San Jacinto, California , United States
Win	7–1	Jason Maxwell	Submission ( rear naked choke )	WEC 14	1	3:28	Lemoore, California , United States
Win	6–1	Olaf Alfonso	Submission (rear naked choke)	WEC 12	1	3:05	Lemoore, California , United States
Win	5–1	Steve Ramerez	Submission (triangle choke)	WEC 11	1	1:24	Lemoore, California , United States
Win	4–1	Cory Reeves	TKO (punches)	International Fighting Championships	1	2:40	Lake Tahoe, Nevada , United States
Win	3–1	Carlos Cordero	TKO (punches)	WEC 7	1	2:57	Lemoore, California , United States
Win	2–1	Phat Houng	Submission (rear naked choke)	Pit Fighting Championship	1	1:10	N/A
Win	1–1	Josh Gardner	TKO (punches)	Gladiator Challenge 14	1	1:41	Porterville, California , United States
Loss	0–1	Sam Wells	KO (punch)	WEC 5	1	4:27	Lemoore, California , United States
