Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
33	January 2	Boston	L 79–93 (OT)	DeMar DeRozan (27)	Joey Dorsey (13)	José Calderón (10)	Air Canada Centre 19,986	11–22
34	January 4	@ Chicago	L 91–111 (OT)	Andrea Bargnani (23)	Andrea Bargnani (6)	Jerryd Bayless (8)	United Center 21,290	11–23
35	January 5	@ Cleveland	W 120–105 (OT)	Andrea Bargnani (25)	Julian Wright (9)	José Calderón (17)	Quicken Loans Arena 20,562	12–23
36	January 7	@ Boston	L 102–122 (OT)	DeMar DeRozan (20)	Joey Dorsey , Linas Kleiza (6)	José Calderón (9)	TD Garden 18,624	12–24
37	January 9	Sacramento	W 118–112 (OT)	Andrea Bargnani (30)	Amir Johnson (9)	José Calderón (9)	Air Canada Centre 17,206	13–24
38	January 12	Atlanta	L 101–104 (OT)	Leandro Barbosa , Andrea Bargnani (26)	Amir Johnson (7)	José Calderón (9)	Air Canada Centre 14,186	13–25
39	January 14	Detroit	L 95–101 (OT)	Andrea Bargnani (31)	Amir Johnson (10)	José Calderón (13)	Air Canada Centre 16,924	13–26
40	January 15	@ Washington	L 95–98 (OT)	Andrea Bargnani (25)	Amir Johnson (10)	José Calderón (15)	Verizon Center 14,652	13–27
41	January 17	@ New Orleans	L 81–85 (OT)	DeMar DeRozan (23)	Ed Davis (12)	José Calderón (13)	New Orleans Arena 15,155	13–28
42	January 19	@ San Antonio	L 95–104 (OT)	DeMar DeRozan (28)	Ed Davis (11)	José Calderón (8)	AT&T Center 18,581	13–29
43	January 21	@ Orlando	L 72–112 (OT)	DeMar DeRozan (16)	Julian Wright (10)	José Calderón (5)	Amway Center 19,047	13–30
44	January 22	@ Miami	L 103–120 (OT)	DeMar DeRozan (30)	Ed Davis (10)	José Calderón (13)	American Airlines Arena 20,025	13–31
45	January 24	Memphis	L 98–100 (OT)	Andrea Bargnani (29)	DeMar DeRozan , Julian Wright (9)	Jerryd Bayless (11)	Air Canada Centre 14,127	13–32
46	January 26	Philadelphia	L 94–107 (OT)	DeMar DeRozan (29)	Amir Johnson (6)	José Calderón (13)	Air Canada Centre 14,552	13–33
47	January 28	Milwaukee	L 110–116 (OT)	Amir Johnson (24)	Amir Johnson (12)	José Calderón (10)	Air Canada Centre 15,159	13–34
48	January 29	@ Minnesota	L 87–103 (OT)	Andrea Bargnani , Ed Davis (15)	Ed Davis (11)	José Calderón , Trey Johnson (6)	Target Center 14,991	13–35
