Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
32	January 3	@ Phoenix	L 96–104 (OT)	Kevin Durant (28)	Nick Collison (15)	Earl Watson (8)	US Airways Center 18,422	9–23
33	January 6	@ Washington	L 86–108 (OT)	Kevin Durant (19)	Nick Collison (17)	Kurt Thomas Delonte West (4)	Verizon Center 17,816	9–24
34	January 8	@ Cleveland	L 79–95 (OT)	Kevin Durant (24)	Nick Collison (14)	Earl Watson (6)	Quicken Loans Arena 20,409	9–25
35	January 9	@ New Jersey	L 88–99 (OT)	Johan Petro (22)	Nick Collison (13)	Delonte West (5)	Izod Center 14,101	9–26
36	January 11	Dallas	L 70–90 (OT)	Wally Szczerbiak (17)	Kurt Thomas (15)	Kevin Durant (6)	KeyArena 12,522	9–27
37	January 14	L. A. Lakers	L 121–123 (OT)	Nick Collison (24)	Nick Collison (18)	Luke Ridnour (11)	KeyArena 13,452	9–28
38	January 16	@ New Orleans	L 92–123 (OT)	Kevin Durant (20)	Kevin Durant Johan Petro (7)	Earl Watson (11)	New Orleans Arena 9,882	9–29
39	January 18	@ Memphis	L 100–124 (OT)	Kevin Durant (22)	Kurt Thomas (8)	Earl Watson (8)	FedExForum 13,451	9–30
40	January 19	@ Dallas	L 96–111 (OT)	Wally Szczerbiak (26)	Nick Collison (12)	Earl Watson (6)	American Airlines Center 20,386	9–31
41	January 21	@ Houston	L 89–96 (OT)	Jeff Green Wally Szczerbiak (15)	Kurt Thomas (11)	Earl Watson (9)	Toyota Center 15,264	9–32
42	January 23	Houston	L 107–109 (OT)	Kevin Durant (25)	Nick Collison (14)	Luke Ridnour (8)	KeyArena 12,342	9–33
43	January 25	Atlanta	L 90–99 (OT)	Chris Wilcox (18)	Chris Wilcox (7)	Luke Ridnour (4)	KeyArena 13,647	9–34
44	January 27	Sacramento	L 101–103 (OT)	Kevin Durant (19)	Kurt Thomas (10)	Earl Watson (8)	KeyArena 13,409	9–35
45	January 29	San Antonio	W 88–85 (OT)	Kevin Durant (26)	Nick Collison Chris Wilcox (10)	Kevin Durant Luke Ridnour (5)	KeyArena 13,295	10–35
46	January 31	Cleveland	W 101–95 (OT)	Kevin Durant (24)	Chris Wilcox (13)	Earl Watson (12)	KeyArena 13,109	11–35
