Place	Player	Country	Score	To par
T1	Scott Dunlap	United States	66	–6
T1	Tiger Woods	United States	66	–6
T3	Darren Clarke	Northern Ireland	68	–4
T3	Davis Love III	United States	68	–4
T5	Stephen Ames	Trinidad and Tobago	69	–3
T5	Ed Fryatt	England	69	–3
T5	Fred Funk	United States	69	–3
T5	J. P. Hayes	United States	69	–3
T9	Stuart Appleby	Australia	70	–2
T9	Brian Henninger	United States	70	–2
T9	Miguel Ángel Jiménez	Spain	70	–2
T9	Jonathan Kaye	United States	70	–2
T9	Tom Kite	United States	70	–2
T9	Phil Mickelson	United States	70	–2
T9	Jean van de Velde	France	70	–2
