Place	Player	Country	Score	To par
1	Colin Montgomerie	Scotland	65	–6
T2	Chris DiMarco	United States	68	−3
T2	Brad Faxon	United States	68	−3
T2	Mikko Ilonen	Finland	68	−3
T5	Billy Andrade	United States	69	−2
T5	Stuart Appleby	Australia	69	−2
T5	Alexandre Balicki	France	69	−2
T5	Alex Čejka	Germany	69	−2
T5	David Duval	United States	69	−2
T5	Niclas Fasth	Sweden	69	−2
T5	Pierre Fulke	Sweden	69	−2
T5	J. P. Hayes	United States	69	−2
T5	Miguel Ángel Jiménez	Spain	69	−2
T5	Billy Mayfair	United States	69	−2
T5	Paul McGinley	Ireland	69	−2
T5	Joe Ogilvie	United States	69	−2
T5	José María Olazábal	Spain	69	−2
T5	Greg Owen	England	69	−2
T5	Jesper Parnevik	Sweden	69	−2
T5	Justin Rose	England	69	−2
