Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
19	December 1	@ Houston	L 99–109 (OT)	Kobe Bryant (27)	Lamar Odom (11)	Steve Blake (5)	Toyota Center 18,116	13–6
20	December 3	Sacramento	W 113–80 (OT)	Kobe Bryant (22)	Lamar Odom (7)	Pau Gasol (5)	Staples Center 18,997	14–6
21	December 7	Washington	W 115–108 (OT)	Kobe Bryant (32)	Pau Gasol (14)	Pau Gasol (8)	Staples Center 18,997	15–6
22	December 8	@ L.A. Clippers	W 87–86 (OT)	Kobe Bryant (24)	Pau Gasol (10)	Pau Gasol (5)	Staples Center 19,614	16–6
23	December 10	@ Chicago	L 84–88 (OT)	Kobe Bryant (23)	Pau Gasol (8)	Kobe Bryant (7)	United Center 22,760	16–7
24	December 12	@ New Jersey	W 99–92 (OT)	Kobe Bryant (32)	Pau Gasol (11)	Kobe Bryant (6)	Prudential Center 16,561	17–7
25	December 14	@ Washington	W 103–89 (OT)	Kobe Bryant (24)	Lamar Odom (10)	Pau Gasol (7)	Verizon Center 16,513	18–7
26	December 15	@ Indiana	W 109–94 (OT)	Kobe Bryant (31)	Lamar Odom (17)	Kobe Bryant (6)	Conseco Fieldhouse 18,165	19–7
27	December 17	@ Philadelphia	W 93–81 (OT)	Lamar Odom (28)	Pau Gasol (13)	Steve Blake (5)	Wells Fargo Center 20,366	20–7
28	December 19	@ Toronto	W 120–110 (OT)	Kobe Bryant (20)	Matt Barnes (9)	Kobe Bryant , Pau Gasol (4)	Air Canada Centre 19,935	21–7
29	December 21	Milwaukee	L 79–98 (OT)	Kobe Bryant (21)	Pau Gasol (11)	Lamar Odom (6)	Staples Center 18,997	21–8
30	December 25	Miami	L 80–96 (OT)	Kobe Bryant , Pau Gasol (17)	Lamar Odom (9)	Kobe Bryant (7)	Staples Center 18,997	21–9
31	December 28	@ San Antonio	L 82–97 (OT)	Kobe Bryant (21)	Shannon Brown (11)	Pau Gasol (5)	AT&T Center 18,581	21–10
32	December 29	@ New Orleans	W 103–88 (OT)	Lamar Odom (24)	Pau Gasol (12)	Derek Fisher (8)	New Orleans Arena 18,018	22–10
